Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(eV)
          108.28637         -2.3512        -0.2422         9.2124         9.5107      -449.0978       160.9036         7.8206       477.2128         4.6588       196.6897
          111.29432         -1.8963         0.0668        10.9375        11.1009      -451.1417       147.4436         3.7489       474.6472         4.7358       188.6263
          114.30228         -1.1243        -0.4636         9.8998         9.9742      -456.5239       148.1953         5.3931       480.0259         4.7054       196.0269
          117.31023         -0.7607        -0.9052         8.9040         8.9822      -463.1398       157.7955         9.5812       489.4006         4.6085       206.4000
          120.31819         -1.5238        -1.3876        10.8371        11.0313      -456.0024       160.2001         8.4059       483.4005         4.5214       202.2671
          123.32614         -1.7405        -1.6755        10.4720        10.7471      -452.2326       158.5688         7.8010       479.2951         4.4959       199.0488
          126.33410         -2.5645        -0.5928        11.9174        12.2046      -445.1239       155.4767         7.8323       471.5772         4.4501       195.3240
          129.34205         -3.0122        -0.5530         9.9911        10.4500      -443.6875       145.6043         8.6617       467.0776         4.5053       199.3000
          132.35001         -2.0427        -0.5150         8.8730         9.1197      -448.5145       142.2444        11.3037       470.6699         4.6288       209.9127
          135.35796         -0.7318        -1.6566         9.5005         9.6716      -457.5063       149.0385        10.0856       481.2877         4.5927       208.1505
          138.36592          0.0208        -2.3054        10.6690        10.9152      -461.7412       157.6148        10.1633       488.0579         4.6081       201.8025
          141.37387         -0.8361        -1.9160         8.6827         8.9309      -449.8955       161.0751        13.3884       478.0537         4.6487       205.5292
          144.38183         -2.4108        -1.7466         9.3044         9.7691      -440.0587       154.0066        12.2134       466.4179         4.7305       203.4126
          147.38978         -2.2976        -1.2419         9.1825         9.5467      -444.9507       146.8973        12.5058       468.7601         4.7816       197.1290
          150.39774         -2.2565        -0.9813        10.2459        10.5372      -450.0906       145.4884         9.1941       473.1115         4.8428       189.5542
          153.40569         -2.5010        -0.9632        11.3895        11.7006      -449.5732       147.9720         8.3582       473.3785         4.8180       184.9322
          156.41365         -1.9590        -1.3001        11.5977        11.8337      -454.8005       153.3360         4.7337       479.9843         4.5784       186.1995
          159.42160         -1.1558        -1.4750        11.8017        11.9495      -461.0808       160.1293         4.2259       488.1224         4.3682       195.1706
          162.42956         -1.6215        -2.4923        11.5798        11.9554      -453.7205       164.5982        11.3970       482.8517         4.4035       202.1065
          165.43751         -1.5629        -1.8372        11.0517        11.3119      -448.0916       162.9888        14.4508       477.1110         4.4399       197.4336
          168.44547         -1.5011        -1.6588        11.9309        12.1389      -449.5787       153.8143        11.2064       475.3162         4.4493       195.2870
          171.45342         -1.0915        -1.1659         9.7512         9.8811      -447.8999       148.4090        12.5904       472.0542         4.5165       203.8187
          174.46137         -0.0086        -2.0060         9.8921        10.0935      -454.1453       146.4727         8.8105       477.2702         4.4448       206.9435
          177.46933         -0.6371        -2.2338         8.2138         8.5360      -455.0408       150.6164        12.7488       479.4989         4.4801       207.7545
          180.47728         -0.2361        -1.3820         9.2297         9.3356      -456.8122       155.6287        13.1992       482.7777         4.5266       208.9580
          183.48524         -0.6361        -2.8726        10.3378        10.7483      -456.5642       160.1767        12.3483       484.0220         4.5109       204.4608
          186.49319          0.7679        -2.8992        11.7722        12.1483      -451.4571       164.8551        13.1550       480.7970         4.5064       204.5610
          189.50115         -0.2775        -3.3232        11.6895        12.1558      -449.1909       165.8286        14.7994       479.0577         4.4091       200.7194
          192.50910         -0.6952        -3.1059        10.9600        11.4128      -448.2857       160.3261        19.6725       476.5442         4.5001       202.4287
          195.51706         -1.0080        -2.0480        10.9482        11.1837      -449.7860       158.0640        17.0041       477.1435         4.6442       202.0959
          198.52501         -0.9523        -2.8418        12.5304        12.8839      -452.8169       166.6849         9.0464       482.6068         4.5420       199.1265
          201.53297         -1.0303        -1.8607         9.4431         9.6796      -447.2468       159.2976         9.7767       474.9069         4.5109       207.0959
          204.54092         -1.2586        -0.6064         9.1381         9.2443      -447.1859       147.4853         9.5248       470.9987         4.5469       212.6563
          207.54888         -1.1949        -1.2583        10.0777        10.2260      -449.5648       145.1125         7.0867       472.4765         4.5417       206.6696
          210.55683         -0.2414        -1.3784        13.0829        13.1575      -452.0650       146.2189         4.3082       475.1678         4.3847       199.4114
          213.56479         -0.7107        -1.0112        10.8228        10.8932      -455.3302       140.7394         5.9838       476.6252         4.2448       208.8295
          216.57274          0.5964        -1.3905        10.2150        10.3264      -462.9437       144.6090         7.7905       485.0718         4.4700       215.0466
          219.58070          0.6386        -0.9279        11.2507        11.3069      -468.5636       150.6750         6.4819       492.2408         4.5417       203.2947
          222.58865          0.5115        -1.1735        13.0833        13.1458      -462.1223       154.5634         4.2948       487.3265         4.5875       195.4124
          225.59661         -0.2122        -1.8548        10.0065        10.1791      -454.1318       160.3830         7.1644       481.7060         4.5728       202.6645
          228.60456         -1.4023        -1.3439         8.6957         8.9100      -449.4278       159.6921        13.7281       477.1664         4.5008       217.0647
          231.61252         -1.0196        -1.3048         9.4720         9.6156      -446.3998       155.8441        13.5745       473.0230         4.5214       219.8969
          234.62047         -0.8871        -2.5889         8.7735         9.1904      -452.8282       160.6364        10.4452       480.5921         4.4756       221.1671
          237.62843         -1.2513        -1.2297        10.3422        10.4900      -455.1470       159.9156         7.6467       482.4891         4.5207       215.3710
          240.63638         -1.9441        -0.8897        10.6880        10.8997      -448.4090       155.7129         6.3970       474.7199         4.6186       206.1543
          243.64434         -0.8519        -1.1542        10.0055        10.1079      -446.2065       152.2169         5.0675       471.5102         4.6382       203.4623
          246.65229         -0.6957        -1.5379        11.4398        11.5637      -445.5221       145.7395         0.6371       468.7577         4.7613       199.2870
          249.66024         -0.5144        -1.4672        10.5639        10.6777      -448.3827       147.5867        -1.4631       472.0529         4.7309       198.5688
          252.66820         -0.9341        -0.8461         8.7319         8.8224      -449.9097       151.3128         0.2116       474.6778         4.6949       203.8771
          255.67615         -0.1814        -1.0535         8.4961         8.5631      -449.3638       153.1565         1.5990       474.7512         4.7711       206.6430
          258.68411         -0.1119        -0.4712         9.8444         9.8563      -446.9737       149.7697        -1.1387       471.4191         4.8837       200.4304
          261.69206          0.8230        -0.9094        10.2725        10.3455      -449.4100       146.7887        -3.7457       472.7924         4.9855       194.7200
          264.70002          0.5263        -2.1268         9.8411        10.0821      -453.5006       151.8103        -3.0577       478.2525         4.9816       193.8454
          267.70797          0.4612        -1.6016        10.5733        10.7038      -453.6046       154.5551         1.1248       479.2212         4.7921       202.5743
          270.71593          0.3588        -1.7256         9.6342         9.7940      -453.3835       153.4032         2.5230       478.6470         4.7512       207.9202
          273.72388         -0.0849        -2.4651        11.0897        11.3607      -453.9940       157.8582         1.1285       480.7115         4.7054       198.3761
          276.73184         -0.6027        -2.0624        11.6477        11.8442      -449.4874       159.9776         2.4646       477.1574         4.6389       196.5747
          279.73979         -0.8408        -1.8266        12.0556        12.2222      -452.4598       153.3299         1.4861       477.7373         4.5777       198.9152
          282.74775         -1.2833        -1.4928        11.1171        11.2900      -452.3638       154.6455         4.6817       478.1002         4.5721       205.1836
          285.75570         -0.5210        -1.5034         8.8274         8.9696      -456.6184       154.8028         7.6085       482.2126         4.6235       209.5988
          288.76366          0.5611        -1.5057        10.6362        10.7568      -465.1248       154.6561         4.6605       490.1896         4.5878       208.2507
          291.77161         -0.5109        -1.6889        10.8430        10.9856      -462.9011       158.3397         3.7062       489.2778         4.5976       205.4923
          294.77957         -0.4236        -1.6297         9.1577         9.3112      -459.1861       160.0259         6.7698       486.3380         4.6389       210.7668
          297.78752         -0.0632        -1.9027         8.5162         8.7264      -457.4737       157.7327         7.3088       483.9790         4.6386       212.3879
          300.79548         -0.2454        -1.8150        10.1105        10.2751      -447.1606       159.4575         6.4950       474.7863         4.6340       211.3508
          303.80343         -0.0771        -2.1910        11.0700        11.2850      -446.2877       157.1319         4.1342       473.1675         4.5976       205.4699
          306.81139         -0.1053        -2.0475        11.3904        11.5734      -449.0844       153.6635         0.1944       474.6588         4.6085       200.7353
          309.81934         -0.2899        -0.9469        10.0960        10.1444      -450.7258       149.0127        -0.2703       474.7233         4.5924       203.6577
          312.82730         -0.0329        -0.8078         9.5951         9.6291      -450.0298       146.3307         2.8551       473.2352         4.7963       207.1863
          315.83525          0.2940        -0.4896         8.5048         8.5239      -450.3532       144.9252         6.5481       473.1467         4.9351       211.9083
          318.84320          1.0187        -1.1969        10.2001        10.3205      -459.5980       153.2206         6.7526       484.5661         4.8484       214.2851
          321.85116          0.9884        -2.1965         8.3989         8.7374      -463.0368       163.6298         3.1323       491.1092         4.8173       211.4958
          324.85911          1.0671        -2.1517         9.4143         9.7159      -460.0033       162.6538         3.0157       487.9237         4.8229       209.8773
          327.86707         -0.0175        -1.6378        10.5382        10.6647      -457.2142       159.1861         2.7232       484.1436         4.8931       200.5040
          330.87502         -0.0231        -2.2588         8.9912         9.2707      -457.0026       158.5239         2.9261       483.7294         5.0121       198.3371
          333.88298         -0.8560        -1.6746         8.6944         8.8955      -454.4468       158.6265         6.0305       481.3767         4.9498       210.3574
          336.89093         -0.3571        -2.5296         9.3238         9.6675      -454.2297       158.2157         7.3109       481.0526         4.9407       210.0767
          339.89889          0.1704        -1.7613         9.0808         9.2516      -455.3861       158.6554         7.0921       482.2871         4.7970       208.5602
          342.90684          0.3435        -2.1800        10.0973        10.3357      -456.9643       157.7215         8.6394       483.4959         4.8326       211.7885
          345.91480          0.4355        -2.7658         9.3774         9.7865      -457.7061       160.6970         9.0936       485.1885         4.9040       213.9770
          348.92275          1.0406        -2.6923         8.2736         8.7626      -463.6276       164.7901         7.6846       492.1051         4.9655       213.4506
          351.93071          1.8983        -2.7998         8.1197         8.7961      -468.0404       163.8348         6.3919       495.9297         4.9554       208.5705
          354.93866          1.9855        -2.7899         8.8384         9.4785      -466.2831       160.3505         2.7674       493.1048         5.0516       202.1158
          357.94662          1.8478        -3.1503         8.9371         9.6546      -467.0184       157.6615         2.0417       492.9298         5.1194       199.9915
          360.95457          2.4576        -3.0629         9.3406        10.1326      -464.0377       157.8977         4.8312       490.1973         4.9554       200.3033
          363.96253          2.7568        -3.0524         7.2272         8.3156      -462.7877       159.9698         4.0390       489.6759         4.8995       205.3472
          366.97048          2.7783        -3.0944         6.8043         7.9745      -464.3148       160.9148         6.4492       491.4508         4.9089       212.9120
          369.97844          3.1315        -3.5443         6.4646         8.0100      -464.2742       154.3989        -3.0239       489.5058         5.1586       212.4999
          372.98639          2.3582        -4.2662         6.4342         8.0722      -461.6648       142.6868       -13.9512       483.4351         5.3943       204.2839
          375.99435          2.8441        -4.3695         7.3031         8.9731      -453.3542       141.7567        -6.5480       475.0517         5.3338       203.6269
          379.00230          3.2559        -2.7504         7.5024         8.6285      -449.8242       151.2669        -3.4345       474.6958         5.2663       200.1601
          382.01026          2.2868        -1.0448         8.8267         9.1778      -455.6989       171.2746         1.5603       486.8836         5.3436       193.8925
          385.01821          0.7141         0.4895         8.6507         8.6939      -464.8591       183.1557         4.8930       499.6778         5.1250       200.1401
          388.02617          0.9408         0.2721         9.4702         9.5207      -473.3638       179.8995         2.4315       506.4912         4.7722       211.2881
          391.03412          2.7050        -1.6374         7.7599         8.3794      -465.9602       160.2451         4.7224       492.8023         4.5424       223.7133
          394.04208          5.8913        -2.2285         9.0947        11.0629      -453.1875       152.0645         4.0149       478.0566         4.1808       239.8457
          397.05003          6.0462        -2.1953         9.8250        11.7433      -444.8956       155.6987         1.7300       471.3678         3.9031       248.9913
          400.05799          3.6598        -2.5015         9.2720        10.2772      -436.7437       155.5395        -3.4582       463.6328         4.3199       228.2521
          403.06594          2.7747        -2.9099         8.6644         9.5519      -441.3096       158.2881        -3.7814       468.8604         4.7921       203.2191
          406.07389          2.9590        -2.0313         8.0394         8.8042      -447.8315       157.6799        -1.4564       474.7842         4.8222       211.0279
          409.08185          3.1598        -2.4306         8.3197         9.2255      -450.1417       154.6590        -3.7594       475.9957         4.9348       209.3993
          412.08980          2.7042        -3.0047         7.5660         8.5781      -450.5862       151.8282        -5.2655       475.5101         5.0061       209.2006
          415.09776          2.8980        -2.9409         7.6425         8.6865      -452.1109       150.5455        -3.2667       476.5337         5.0778       205.9286
          418.10571          2.2797        -1.9558         8.7221         9.2248      -458.1525       153.8637        -1.3292       483.3323         5.0323       204.4207
          421.11367          1.9543        -1.9567         9.3625         9.7623      -462.4189       162.8955         3.3070       490.2894         4.9197       212.4638
          424.12162          1.2647        -1.4291         9.0254         9.2249      -465.4973       166.0037         6.2600       494.2514         4.9092       216.5522
          427.12958          0.9228        -1.1373         8.7056         8.8280      -467.1160       165.9030         6.9359       495.7544         4.9704       212.8318
          430.13753          1.0020        -1.5698         8.6120         8.8111      -464.8395       160.5216         6.6333       491.8298         4.9659       213.9997
          433.14549          2.5972        -2.7943         8.1372         8.9870      -459.3604       153.1374         2.2603       484.2362         4.8991       212.0238
          436.15344          3.0236        -2.7966         7.4409         8.5047      -451.1767       148.3007         0.3633       474.9344         4.9753       214.0976
          439.16140          3.0868        -2.5714         8.9071         9.7712      -455.7374       151.7762         6.6408       480.4042         4.9663       214.1720
          442.16935          3.2184        -1.2862        10.5831        11.1361      -467.3213       160.3578        13.5384       494.2804         4.8022       212.7115
          445.17731          2.4886        -1.6056        10.7031        11.1053      -474.0322       167.5270        15.2936       503.0064         4.7159       217.4197
          448.18526          0.8596        -1.7123         8.9199         9.1234      -472.6325       166.4344        11.1323       501.2046         4.7095       219.5448
          451.19322          1.6931        -2.9307         9.9956        10.5531      -463.0355       160.1134        10.3237       490.0555         4.7924       217.5741
          454.20117          2.4689        -2.9169         9.1622         9.9272      -455.5443       155.4418        10.1578       481.4469         4.7151       220.4449
          457.20913          2.6577        -2.8368         7.7252         8.6482      -453.6335       157.0498         8.4653       480.1308         4.8019       224.6535
          460.21708          3.1655        -2.2376         7.7897         8.7010      -455.9139       156.5431         5.1545       482.0688         4.8431       220.8918
          463.22504          2.3277        -2.3299         8.3595         8.9848      -459.9742       155.9529         6.0456       485.7384         4.9036       215.5474
          466.23299          2.1587        -2.7864         7.4611         8.2518      -461.6494       153.8342         8.2354       486.6757         4.9509       215.3329
          469.24095          3.8638        -3.1352         9.0138        10.2960      -459.2888       152.5860         7.8280       484.0352         4.8225       218.1414
          472.24890          2.9768        -3.4196         7.5430         8.8006      -463.1146       154.6914         7.5217       488.3266         4.8785       211.7585
          475.25686          2.9988        -3.3414         6.9118         8.2420      -466.8708       156.0357         6.2165       492.2977         4.9400       213.4577
          478.26481          3.5388        -2.7208         7.7226         8.9199      -466.5034       155.6066         5.5765       491.8071         4.8792       217.3675
          481.27277          3.0656        -1.9995         6.9746         7.8766      -460.0953       155.4511         5.2887       485.6765         4.8578       216.8357
          484.28072          2.9015        -2.7241         7.1755         8.2053      -457.1735       151.7808         4.7015       481.7373         4.9757       215.1571
          487.28868          2.5638        -2.6059         7.9363         8.7378      -464.5282       155.4105         8.4780       489.9448         5.0316       214.2293
          490.29663          2.8475        -2.5105         7.3708         8.2909      -467.2712       161.4699        11.7676       494.5289         5.0628       214.4204
          493.30458          3.0435        -3.1448         7.1306         8.3665      -462.3263       159.8176         9.0771       489.2549         5.0267       213.8472
          496.31254          3.4446        -3.0666         6.9461         8.3377      -462.3244       160.3295         9.9903       489.4383         5.0016       215.8604
          499.32049          3.4747        -3.8095         7.5507         9.1432      -463.8908       161.5686         7.0714       491.2975         5.0009       213.3513
          502.32845          3.2425        -3.3330         7.8095         9.0890      -464.5179       163.7036         2.2218       492.5259         5.1033       210.6754
          505.33640          3.0244        -3.3481         7.2631         8.5504      -465.2847       162.2127         2.7208       492.7617         5.1187       214.3880
          508.34436          3.1471        -3.0617         7.4833         8.6763      -464.5691       160.2761         0.7036       491.4415         5.1390       214.1550
          511.35231          2.3490        -3.7060         7.4993         8.6886      -463.1608       160.3482         1.2042       490.1383         5.1191       213.2813
          514.36027          3.3326        -3.1928         7.2641         8.6062      -464.7795       160.7367         5.6088       491.8258         5.0320       213.0143
          517.36822          3.5841        -3.1954         6.2237         7.8607      -464.5971       160.4093         9.2464       491.5983         4.9760       213.9054
          520.37618          3.5895        -3.2606         6.1293         7.8156      -465.7421       158.9967        10.9344       492.2564         4.9551       218.8705
          523.38413          3.4684        -3.4153         6.9951         8.5221      -467.7894       158.8153         9.7053       494.1132         5.0369       216.5145
          526.39209          3.1219        -3.1913         7.4173         8.6572      -469.9504       161.9758         6.7368       497.1310         5.0879       210.3486
          529.40004          4.2562        -3.6555         9.1404        10.7249      -467.4498       162.1767         5.9248       494.8219         4.9970       205.5431
          532.40800          2.9337        -3.8864         8.4502         9.7528      -465.5757       158.2372         4.7766       491.7578         4.9239       210.4538
          535.41595          3.4171        -4.2722         7.4161         9.2156      -468.7487       162.0619         6.7464       496.0633         5.0628       214.0812
          538.42391          3.7810        -3.4121         6.8662         8.5489      -469.8700       165.4497         8.5873       498.2582         5.0267       209.7646
          541.43186          3.6911        -3.6122         7.5157         9.1191      -470.7056       155.3848         4.2018       495.7457         5.0827       210.6691
          544.43982          2.9380        -2.8545         7.2822         8.3553      -469.8683       152.4249         4.8463       494.0346         5.1138       213.7498
          547.44777          3.4340        -3.4984         7.0697         8.6030      -468.4904       159.3047         4.7760       494.8618         5.0677       211.4451
          550.45573          4.1585        -3.0830         6.9920         8.6998      -475.6708       158.9108         8.3899       501.5917         5.0372       209.2389
          553.46368          3.9375        -3.2193         6.4745         8.2333      -477.1273       156.4763         8.9439       502.2124         5.0215       210.0768
          556.47164          4.1468        -2.9195         6.8467         8.5204      -471.4855       154.0601         6.7689       496.0657         5.0575       213.0449
          559.47959          3.1991        -2.9559         7.6022         8.7615      -471.9994       155.7793         7.0430       497.1085         5.0421       212.8974
          562.48755          3.9611        -3.1445         7.3958         8.9597      -475.0427       159.3933         8.2457       501.1471         5.0320       209.6369
          565.49550          3.4855        -2.3240         7.4252         8.5254      -478.1900       157.8511         9.3542       503.6615         5.0267       210.4672
          568.50346          3.9105        -2.6291         7.5334         8.8858      -475.7440       159.4151        10.3252       501.8507         5.0016       212.6724
          571.51141          3.5163        -2.8552         7.0079         8.3443      -473.7388       157.6547         8.3806       499.3585         4.9400       213.8334
          574.51937          3.3223        -2.5693         6.5217         7.7570      -473.4696       155.7279         7.8931       498.4862         4.9197       216.4802
          577.52732          3.3537        -2.4204         7.2888         8.3804      -473.1915       156.3293         7.2080       498.4004         4.9092       217.1094
          580.53528          3.5493        -2.9124         8.2177         9.4133      -472.9693       157.1725         4.8991       498.4340         5.0516       207.4339
          583.54323          3.3853        -2.0359         7.2760         8.2792      -469.8967       157.3349         2.8658       495.5529         5.1397       206.9767
          586.55119          1.9573        -2.1127         6.6812         7.2755      -467.8588       154.0364         3.7523       492.5814         5.0572       212.1529
          589.55914          2.5207        -2.5938         7.5125         8.3378      -469.3709       156.5370         7.8681       494.8563         5.1187       208.9132
          592.56710          3.8657        -2.6617         7.5570         8.8958      -474.9388       158.6933         8.6108       500.8358         5.1694       207.4648
          595.57505          3.3071        -2.1236         7.6947         8.6403      -478.5029       157.4424         6.3739       503.7867         5.2261       205.9994
          598.58301          3.8973        -2.3795         6.4957         7.9401      -473.7513       153.0888         7.0277       497.9287         5.2055       209.0213
          601.59096          3.4344        -2.4373         6.3866         7.6502      -467.6319       153.0815         5.0001       492.0924         5.1803       210.2531
          604.59892          3.7156        -2.7181         6.9440         8.3314      -464.1495       158.1531         9.0379       490.4485         5.0680       209.2697
          607.60687          4.3192        -3.1745         6.3256         8.2913      -464.8270       158.4174        11.1661       491.2162         4.9911       210.7986
          610.61482          4.4508        -3.2631         6.8756         8.8166      -470.0393       156.7725        10.8341       495.6183         4.9404       213.1020
          613.62278          4.0039        -3.1370         6.6793         8.3955      -473.6941       158.2163        12.1533       499.5711         4.9141       213.3341
          616.63073          4.1725        -3.1348         7.3243         8.9934      -471.3147       159.0643         9.9383       497.5318         4.9607       207.1298
          619.63869          3.3591        -3.3727         7.2142         8.6431      -467.8069       159.1636         8.5931       494.2224         4.9043       209.1150
          622.64664          3.6150        -3.3654         6.7048         8.3276      -466.9407       158.9415         8.5918       493.3381         4.8991       214.0456
          625.65460          3.8922        -3.1964         7.5406         9.0679      -466.7712       158.2199        13.4847       493.0485         4.8232       213.7936
          628.66255          4.8601        -4.1478         7.9395        10.1912      -463.9117       157.4208        14.2729       490.1105         4.7253       209.3657
          631.67051          4.3609        -3.5451         7.1044         9.0585      -466.0196       155.6284        11.9020       491.4670         4.7970       209.4737
          634.67846          3.8175        -2.9846         6.8689         8.4062      -466.7649       158.6428         6.8284       493.0552         4.7819       209.0254
          637.68642          3.7130        -3.1356         7.1080         8.6106      -467.9577       161.2444         4.1412       494.9871         4.8068       209.0288
          640.69437          3.5694        -3.0548         6.6129         8.1119      -472.3433       162.2094         8.8677       499.5030         4.9043       210.3343
          643.70233          3.0418        -2.4938         6.5110         7.6069      -477.4819       161.3590         8.2178       504.0816         4.9194       209.1895
          646.71028          2.8501        -2.4409         7.0750         8.0085      -474.9986       162.7970         4.3205       502.1504         4.9655       204.3127
          649.71824          3.2522        -3.2500         6.4780         7.9438      -472.2381       162.8064         6.5728       499.5917         4.8743       205.7575
          652.72619          3.3534        -3.2189         6.5974         8.0705      -474.1895       160.0204        13.6487       500.6502         4.7155       210.7324
          655.73414          4.1568        -3.0376         5.7093         7.6878      -474.4335       162.4882        14.3078       501.6953         4.7151       213.1920
          658.74210          4.0692        -3.1964         6.6583         8.4326      -472.9711       164.9744        12.9020       501.0845         4.8120       213.2362
          661.75005          4.5835        -3.7129         5.5994         8.1331      -469.7405       164.8238        10.2721       497.9342         4.8687       211.1989
          664.75801          4.5895        -3.6015         5.2940         7.8779      -464.8876       162.4169         7.9202       492.5104         4.7872       212.7363
          667.76597          4.2459        -3.3288         5.8117         7.9300      -466.3559       164.4950        10.9433       494.6429         4.7812       213.4071
          670.77392          4.6105        -3.5489         5.2272         7.8214      -466.8061       164.5709        13.4780       495.1661         4.8687       212.6098
          673.78187          4.0068        -3.4964         5.9750         7.9987      -470.5124       164.1844        14.0254       498.5507         4.8683       210.5185
          676.78983          3.9615        -2.8994         5.8592         7.6440      -469.7057       167.6345         9.2174       498.8128         4.9551       208.0268
          679.79778          3.9556        -3.4456         6.3460         8.2335      -468.0377       164.6075         7.0187       496.1932         4.9659       211.1585
          682.80574          3.4409        -3.1840         6.2423         7.8066      -471.9196       164.1766        10.2378       499.7781         4.8281       212.9626
          685.81370          4.3969        -3.6547         5.7633         8.1182      -467.9789       163.1882        14.2698       495.8212         4.7054       213.8292
          688.82165          4.3482        -3.0163         6.5304         8.4054      -465.2139       161.8086        14.5280       492.7649         4.6490       217.7136
          691.82960          4.6731        -3.4694         6.3869         8.6410      -467.3414       160.7390        15.0460       494.4479         4.6337       215.0189
          694.83756          3.9331        -2.5297         7.0201         8.4351      -471.5537       160.1656        16.7509       498.2993         4.6134       213.1629
          697.84551          3.5808        -2.7768         6.3864         7.8307      -466.6280       162.7881        18.0773       494.5449         4.5319       218.0144
          700.85347          3.4703        -3.3766         6.9464         8.4674      -461.6209       163.1261        17.9565       489.9277         4.4752       215.8466
          703.86142          3.3136        -3.9741         5.8690         7.8242      -466.7088       163.0546        16.5166       494.6616         4.6074       216.1185
          706.86938          3.3408        -3.5105         5.7814         7.5438      -473.3023       164.5694        11.2024       501.2241         4.7816       215.6481
