Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
          1924.6800          8.2798         9.9270        34.2625        36.6199       -88.7543       117.6076         5.4097       148.4925         7.3284       109.9554
          1927.6873          7.5029         1.5449        35.5276        36.3441       -91.8967       117.1192        -0.1340       150.3315         7.5795       129.1525
          1930.6946          7.5818         4.2107        37.8207        38.8023       -85.0220       149.9457         4.1559       172.4353         6.2769       100.7268
          1933.7019          8.0446         4.2496        37.9732        39.0479       -76.6635       140.8392        -1.5689       160.4308         7.7757        66.5884
          1936.7092          7.6695         5.1225        38.0698        39.1710       -82.3054       142.8452        -7.8268       165.2324         7.9492        54.9577
          1939.7166          7.1853         7.8923        38.5308        39.9817      -103.4846       155.0208        -9.1886       186.6399         8.9278        55.7060
          1942.7239          7.7824         6.5070        38.7097        40.0168      -106.0186       154.2520        -8.6410       187.3778         7.9649        54.7798
          1945.7312          9.1618         5.6965        38.1381        39.6346      -101.3260       152.1785        -9.3159       183.0678         7.9284        55.4016
          1948.7385          6.1477         5.4694        37.3831        38.2780      -102.2022       146.6061        -9.2406       179.0731         8.7295        59.1590
          1951.7458          7.8496         4.3949        37.8415        38.8961      -101.1385       140.6476       -10.3923       173.7023         8.5223        63.8747
          1954.7531          7.5909         3.7642        37.8440        38.7809       -97.4938       137.0433        -9.9321       168.7786         8.5387        59.5750
          1957.7605          9.6412         0.2797        37.8419        39.0518      -112.0039       140.3756        -3.4643       179.6361         8.5838        58.3777
          1960.7678          9.4724        -0.4764        38.2458        39.4043      -104.7622       145.2369        -2.8656       179.3024         8.7622        58.4475
          1963.7751          9.6283         0.2650        38.2850        39.4781       -94.5084       138.8665        -5.3506       168.1940         7.9996        52.2294
          1966.7824          9.4482         0.1407        37.7101        38.8760      -101.2833       144.0571        -4.9316       176.3080         9.0068        55.3880
          1969.7897          9.2848         0.3389        38.0725        39.1898      -102.9393       156.3653        -4.9791       187.3098         7.9693        59.5565
          1972.7970          9.5451        -0.7255        38.1820        39.3637       -99.9522       142.6687        -6.2301       174.3131         7.8197        59.3903
          1975.8044          8.7915        -2.3965        37.8118        38.8943      -102.3770       135.8027        -5.1138       170.2381         7.8643        61.1761
          1978.8117         10.5082        -3.0400        38.6189        40.1383      -105.5758       136.3998        -1.2215       172.6142         7.9145        58.6636
          1981.8190         10.2023        -3.6528        38.9823        40.4604      -104.8077       144.6781         5.2094       178.7596         5.4507        60.5812
          1984.8263         10.6611        -3.6200        39.1821        40.7676      -108.4188       145.5114         8.7935       181.6746         4.7598        58.4206
          1987.8336         10.3105        -4.9787        38.8755        40.5265      -108.0331       140.4336         6.7119       177.3451         4.9268        57.3892
          1990.8409          9.7060        -3.1759        38.8951        40.2134      -106.8497       137.9118         5.0117       174.5769         5.1964        59.9716
          1993.8483          9.8989        -3.5986        39.0723        40.4671      -107.8772       143.5842         7.4387       179.7637         5.0760        57.4088
          1996.8556         10.0498        -3.7218        38.6583        40.1163      -109.6767       139.3931         8.3295       177.5694         4.8782        57.9327
          1999.8629          9.8088        -2.9967        38.8307        40.1624      -112.8525       139.3807         9.9881       179.6255         5.2708        54.1408
          2002.8702          8.8303        -1.3584        39.1104        40.1179      -118.2557       145.0027        12.6743       187.5401         5.1588        53.2545
          2005.8775         10.0187        -2.2545        39.0070        40.3361      -116.3231       142.1312        12.3542       184.0841         5.2500        56.0851
          2008.8849          9.3215        -0.7987        39.0809        40.1851      -116.9229       140.2895        11.7542       183.0051         5.1683        56.4175
          2011.8922          8.6415        -1.6784        39.0397        40.0198      -123.5698       144.2856        14.1326       190.5158         5.3695        54.9598
          2014.8995          9.1748        -1.1393        39.2886        40.3617      -120.4439       136.5589        12.6754       182.5528         5.2350        54.7948
          2017.9068         10.7957        -1.2055        38.7645        40.2577      -113.6273       127.2781         9.8807       170.9331         5.3681        55.4654
          2020.9141          9.6098        -0.6783        39.0602        40.2307      -120.4515       127.5744        14.6583       176.0941         4.7191        52.8015
          2023.9214          7.9314         0.5055        38.2429        39.0600      -126.6836       132.0878        13.2738       183.5994         4.9617        62.7225
          2026.9288          9.5418         0.8016        37.9106        39.1012      -135.9065       144.9262        10.5002       199.0030         7.5379        55.5006
          2029.9361          9.1249         0.4720        38.3023        39.3771      -154.9860       150.6549        19.9933       217.4416         7.2660        63.6210
          2032.9434          4.2740         3.2310        38.3796        38.7517      -164.6675       149.7438        15.3215       223.6456         8.2286        63.4177
          2035.9507          3.7122         6.9375        37.9292        38.7367      -161.8104       171.6817         0.0122       236.0794         7.0565        88.7836
          2038.9580          2.8255         5.7274        35.7515        36.3175      -128.6550       154.9720        -2.2070       201.4840         8.3637        98.7141
          2041.9653         11.9669        -1.8126        32.8571        35.0155       -92.4474       119.2463        -8.3475       151.3360         8.4381       128.3943
          2044.9727         10.5115        -2.3987        33.9965        35.6652       -70.9968        91.6368       -12.1521       116.6378         6.2699       172.0451
          2047.9800          9.6392        -3.2360        33.4142        34.9270       -62.0027        84.9665       -10.6160       105.9321         3.6701       225.5818
          2050.9873         12.8609        -4.2517        32.6703        35.3671       -66.1303        97.0594       -13.8854       118.4411         4.0573       229.2383
          2053.9946          9.9178        -3.6084        33.3522        34.9822       -52.8024        95.0352         4.4290       110.6701         3.9489       249.8954
          2057.0019         10.3362        -3.7626        31.6295        33.4876       -40.8218        91.1130        12.6391       101.8210         3.2817       283.5577
          2060.0092          9.0346        -0.3958        32.9658        34.1837       -62.0913       101.6252        -4.7945       119.3573         4.4765       230.0962
          2063.0166          8.1086        -0.7333        34.4239        35.3736       -71.4802        98.2882       -16.3793       123.7161         3.1791       286.3464
          2066.0239          3.4002        -2.0951        33.1964        33.4357       -81.2289        86.1485       -14.0337       119.8519         4.4360       233.1897
          2069.0312          4.0371         8.2906        33.1836        34.4410       -95.4725       118.3910        -2.6674       152.1727         5.7981       183.6308
          2072.0385          6.8163        11.2493        33.8191        36.2869       -98.9138       145.2248        -2.0424       176.0257         4.7562       191.5065
          2075.0458          8.0687         5.3488        38.3225        39.5263       -92.0709       163.8978        -5.0183       188.1199         7.5230        80.8327
          2078.0531          7.4801         1.1006        39.9330        40.6424       -84.9256       164.7359        -9.3720       185.5919         7.5299        63.5622
          2081.0605          8.2329         0.3012        39.1548        40.0121       -83.2529       157.6042       -10.4927       178.6314         7.7135        56.4061
          2084.0678          9.6543         0.5634        39.3087        40.4809       -95.6101       157.3664        -8.9072       184.4180         7.3223        57.6761
          2087.0751         10.4001        -3.1654        39.6164        41.0809      -101.0141       160.4988        -5.1073       189.7564         6.6541        66.0748
          2090.0824          9.4857        -2.5527        39.8010        40.9953       -87.2168       151.8965        -1.3402       175.1994         4.9087        56.6975
          2093.0897          9.8897        -1.9575        39.5392        40.8042       -87.9058       148.5696        -0.8741       172.8381         5.1124        50.2614
          2096.0971          9.8567        -0.4991        39.6196        40.8303       -95.7254       142.2760        -1.2537       171.4885         5.2634        53.9134
          2099.1044          9.8691        -1.4241        39.4505        40.6912      -100.7787       144.8101        -0.7857       176.4963         5.4234        57.6660
          2102.1117         10.0569        -1.1037        39.2429        40.5261      -106.4031       143.6243         0.3922       178.7474         5.2001        57.5761
          2105.1190         10.3602        -2.2886        38.9557        40.3747      -108.9607       144.6647         0.2287       181.1340         5.6944        57.0513
          2108.1263          9.6327        -1.3585        38.9442        40.1408      -110.7940       140.5986         1.6185       179.0151         6.1114        59.3908
          2111.1336          9.6975        -2.1943        38.7311        39.9869      -112.4043       148.8948         1.6621       186.6392         5.8544        61.4916
          2114.1410         10.4979        -2.8129        38.3431        39.8537      -110.6360       152.2200        -0.4296       188.2154         5.6900        62.8807
          2117.1483          9.4212        -1.7214        38.5647        39.7361      -111.0359       145.2441        -1.7211       182.8327         5.8442        63.8910
          2120.1556          8.4732        -0.8815        38.8364        39.7597      -110.5288       151.5316        -2.4775       187.6539         5.5857        61.4028
          2123.1629          9.3568        -0.5020        38.8397        39.9541      -108.3154       147.8999        -3.0021       183.5518         5.5617        62.9181
          2126.1702          9.0431        -0.5633        38.9620        40.0016      -112.7342       137.9145         0.7720       178.1616         5.4821        63.0989
          2129.1775          9.4406        -1.2038        39.0681        40.2106      -117.6152       147.6387         3.5134       188.7970         5.2636        60.7496
          2132.1849          9.1619        -0.5408        39.3969        40.4518      -119.7369       148.4259         2.7481       190.7323         5.2447        59.2170
          2135.1922          9.7247        -1.9425        39.1638        40.3998      -120.3072       144.1953         3.3373       187.8261         5.1397        60.3763
          2138.1995          8.8365        -0.3395        39.3474        40.3288      -120.7325       142.1977         5.0948       186.6281         5.2426        56.4542
          2141.2068          9.2624        -0.7443        39.2938        40.3776      -126.2831       148.8611         8.5240       195.3970         5.2785        58.3701
          2144.2141          9.2687        -0.9246        39.0413        40.1371      -130.9907       149.9246         9.6954       199.3738         5.0512        60.6531
          2147.2214          9.9664        -0.8646        38.9388        40.2034      -142.8204       150.2853        14.2524       207.8755         5.1686        64.2304
          2150.2288          9.4078        -0.2117        38.9892        40.1088      -148.4780       145.0937        18.6741       208.4635         5.1846        64.0707
          2153.2361          9.5991        -0.8281        39.0089        40.1812      -150.2795       146.9188        21.3919       211.3018         5.6250        61.6162
          2156.2434          9.1658        -1.0945        39.1064        40.1811      -152.0296       153.3021        24.0189       217.2559         5.7525        58.2874
          2159.2507          9.3534        -0.3000        39.0571        40.1626      -154.4547       155.1055        26.0276       220.4677         5.3312        59.9788
          2162.2580         10.4573        -0.3935        39.1134        40.4891      -153.6775       162.5058        28.7390       225.5094         5.5053        53.2683
          2165.2653         10.9871        -1.3719        39.4280        40.9532      -148.4291       172.4582        27.5080       229.5127         4.6512        60.3104
          2168.2727         10.1792        -0.1034        39.6585        40.9441      -130.2186       174.3723        22.2247       218.7760         4.9309        64.7543
          2171.2800         12.9785         0.9762        37.6342        39.8212      -130.3994       169.3796        24.9602       215.3254         4.1331        61.3579
          2174.2873          3.8778         6.9015        36.6653        37.5102      -129.5960       163.8028        21.9856       210.2123         7.7920        93.4748
          2177.2946          6.0289         8.0515        36.9720        38.3159      -114.9280       157.6904        15.7251       195.7826         5.6556       110.0724
          2180.3019          7.2040         2.1201        38.5156        39.2408      -120.8124       176.3711         8.7753       214.6516         7.5161        85.4067
          2183.3093          9.2351        -0.1096        39.3723        40.4410      -111.5824       186.8447        -5.9439       217.7504         6.5916        68.1123
          2186.3166         10.8634        -1.5700        39.7407        41.2287      -110.0764       178.5724         2.5607       209.9876         4.8108        62.2481
          2189.3239         10.5343        -1.2762        40.1132        41.4930      -112.9973       169.9175         9.4479       204.2976         5.4356        58.3607
          2192.3312         11.0700        -0.6411        40.1324        41.6361      -110.6676       174.6538         8.7727       206.9642         5.0042        52.6809
          2195.3385         10.6249        -1.2169        39.8146        41.2259      -102.9290       170.6004         3.8563       199.3316         5.0254        54.8238
          2198.3458         10.8219        -1.0662        39.8990        41.3543       -92.6093       163.6037        -0.5408       188.0059         5.3525        54.1634
          2201.3532         10.2530        -0.5211        40.2719        41.5598       -94.8345       162.0219         0.8942       187.8462         6.0056        48.6592
          2204.3605         10.2019        -1.3689        39.8794        41.1864      -105.2238       163.5221         3.2719       194.4926         5.0321        54.3831
          2207.3678         10.2801        -0.9513        39.7955        41.1129      -101.9999       160.6584        -0.3422       190.3506         5.3233        51.9657
          2210.3751         10.0704         0.2977        39.7474        41.0044       -99.1854       163.5669        -2.4147       191.3086         5.3930        52.6470
          2213.3824         10.4451         0.3682        39.3899        40.7529      -105.0038       167.0644        -1.5822       197.3441         4.9024        61.7270
          2216.3897         10.2319         0.3867        39.6757        40.9757      -105.6990       161.2726        -0.3945       192.8280         4.6540        62.0126
          2219.3971         10.0710         0.2109        39.9407        41.1914      -105.6560       158.8972        -0.1448       190.8196         4.7884        57.0796
          2222.4044         10.3737        -0.3089        39.9949        41.3195      -102.5668       155.0703        -0.9380       185.9256         4.5929        56.3466
          2225.4117          9.9552        -1.1190        39.9627        41.1992      -102.2560       152.0064         0.7388       183.2350         4.7162        53.9386
          2228.4190         10.9596        -1.2906        39.8438        41.3437      -104.5204       149.8871         2.4467       182.7502         4.8223        52.2015
          2231.4263          9.4615         0.1227        40.2633        41.3602      -106.3072       147.2201         2.8966       181.6830         4.9257        52.0699
          2234.4336          9.7375        -0.7297        40.0790        41.2514      -111.3948       141.2826         5.0137       180.0001         4.7449        51.6490
          2237.4410         10.0429        -0.4910        39.9426        41.1887      -111.5434       140.7360         4.3819       179.6596         4.7446        50.4151
          2240.4483          9.8857        -1.0443        39.8091        41.0314      -112.7783       148.6689         3.9765       186.6515         4.8924        51.7313
          2243.4556          9.8026         0.1372        39.7262        40.9179      -111.7980       147.9223         4.3901       185.4742         4.6088        52.9260
          2246.4629         10.7660        -0.7683        39.4723        40.9214      -117.0371       151.9676         6.7491       191.9881         4.6204        50.8292
          2249.4702         10.2440        -0.0508        39.6662        40.9676      -121.1633       156.1284        10.2493       197.9161         4.4000        56.8622
          2252.4775         10.4692        -0.5148        39.6609        41.0227      -112.9008       152.2610         5.3310       189.6561         4.5549        50.5499
          2255.4849         10.5447        -0.2929        39.4305        40.8172      -113.0255       157.7028         4.4959       194.0802         4.7076        50.8871
          2258.4922         11.1063        -0.9386        39.3456        40.8939      -121.8120       167.1928         8.1421       207.0344         4.5860        55.0765
          2261.4995         10.4521        -0.6371        39.4864        40.8512      -124.7766       167.8051        10.1141       209.3611         4.5549        56.3790
          2264.5068         11.2690        -0.4644        39.6135        41.1878      -119.3255       164.6751         7.3405       203.5587         4.3670        50.1543
          2267.5141         10.2490         0.2482        39.5837        40.8898      -115.7807       173.2102         4.2895       208.4055         4.2026        51.3676
          2270.5214         11.3289        -0.7361        39.7036        41.2949      -112.8813       175.0618         2.2014       208.3132         4.5051        51.9830
          2273.5288         10.9547        -0.7156        39.5661        41.0609      -112.5677       174.7310         2.6702       207.8761         4.0146        51.7146
          2276.5361         11.0758        -1.4525        39.5531        41.1003      -113.1425       176.1655         4.5245       209.4240         4.4538        50.2700
          2279.5434         11.4048        -2.3067        39.5183        41.1957      -108.2868       177.3322         2.8237       207.8386         4.3967        51.6241
          2282.5507         11.0524        -1.6776        39.6544        41.2000      -101.7402       173.3231        -0.6798       200.9847         4.4760        50.9859
          2285.5580         10.8018        -1.1584        39.7607        41.2181       -98.0996       161.9782        -2.2915       189.3926         4.7219        47.4895
          2288.5654         11.1109        -2.0472        39.6716        41.2490       -99.1497       161.7681        -2.2582       189.7572         4.5638        44.7950
          2291.5727         11.1883        -2.1016        39.7313        41.3300       -99.5758       169.0692        -4.0316       196.2781         4.4743        49.9366
          2294.5800         10.8647        -2.7488        39.7289        41.2793       -97.5374       162.6016        -3.3362       189.7462         4.3376        48.0534
          2297.5873         11.3594        -3.7018        39.3939        41.1658       -99.6830       153.9164         1.9155       183.3915         4.4305        49.6336
          2300.5946         10.7119        -2.9192        39.3199        40.8573      -100.0105       142.2834         1.4921       174.0340         4.5726        48.3040
          2303.6019         10.7151        -3.3837        39.4169        40.9873      -103.3871       143.5784         1.4988       177.0726         4.4230        46.3741
          2306.6093         11.0863        -1.7981        39.6529        41.2127       -98.5485       154.1478         0.2418       182.9735         4.2679        50.6657
          2309.6166         10.1718        -2.0393        39.6171        40.9528       -94.3557       154.8712        -2.3855       181.3791         4.7833        48.8215
          2312.6239         10.2936        -2.5877        39.4840        40.8857       -94.0819       154.7848        -4.0062       181.2004         5.2645        44.6084
          2315.6312          9.5818        -1.9125        39.5956        40.7834       -96.5465       146.9942        -2.7652       175.9399         5.0010        45.6936
          2318.6385         10.1254        -1.5485        39.5435        40.8486       -98.4447       140.1461        -0.7545       171.2766         4.9839        45.9907
          2321.6458          9.6421        -1.8086        39.4571        40.6584       -99.5277       144.8505        -2.6900       175.8126         4.5932        45.0298
          2324.6532          9.6907        -2.7657        39.3497        40.6197      -105.3551       144.6480         1.0311       179.4524         5.0081        45.7885
          2327.6605          9.4560        -2.2221        39.2673        40.4509      -117.6939       137.7202        10.7631       181.5162         5.1773        43.6858
          2330.6678          8.4949        -0.3599        39.8003        40.6984      -128.1203       147.4091        17.1485       196.1243         5.1193        46.2185
          2333.6751          9.5705         1.1942        39.4758        40.6369      -147.6911       156.0274        27.0764       216.6591         4.2444        46.5807
          2336.6824          8.2218         3.1940        36.7371        37.7811      -154.5922       167.1923        24.7290       229.7071         4.6096        86.3666
          2339.6897          6.0108         5.3407        35.0543        35.9647      -121.9091       163.5357         3.6950       204.5844         7.3335       138.3493
          2342.6971          9.2927         7.4702        35.5681        37.5133      -105.0914       154.1946        -1.3179       187.1328         6.1548       158.0121
          2345.7044         12.1626        -7.1502        37.9073        40.4477      -108.9394       131.1927        -5.1517       170.6269         6.2627       148.4680
          2348.7117         13.0984        -9.5434        36.2187        39.6792       -93.0061       115.4433        -0.8969       148.3234         4.0118        86.9765
          2351.7190         11.3892        -4.1609        35.4167        37.4349       -75.8263       113.8564        10.8706       137.9701         4.7208        95.9244
          2354.7263          7.3744         0.4943        34.9541        35.7270       -69.7547       121.4967        17.1862       141.5649         5.6202       132.3222
          2357.7336          6.6154         0.7302        33.2922        33.9510       -70.7663       109.8407        -4.5866       131.3010         6.5329       154.5055
          2360.7410         10.9126         0.5855        34.1656        35.8708       -79.3548       110.4424       -14.4204       136.8398         6.6351       167.7300
          2363.7483         10.8229         1.3909        34.9609        36.6242       -74.3043       117.2339       -12.8507       139.4217         5.7997       158.2625
          2366.7556         10.3416         1.1336        34.8510        36.3707       -68.3191       118.4515       -15.0949       137.6524         6.0653       155.5012
          2369.7629         10.8827        -0.0232        34.5668        36.2395       -63.3913       109.0793       -19.6659       127.7928         5.4684       164.1636
          2372.7702          9.7160         0.6301        34.7213        36.0606       -67.5139        97.1174       -12.4257       119.4466         5.6473       168.9278
          2375.7776         11.1074         2.2360        33.3800        35.2505       -75.6076        95.9369        -3.1486       122.2667         5.5185       173.8991
          2378.7849         12.2722         1.5730        32.6690        34.9335       -83.9019        96.8758        -9.5883       128.6292         6.0681       177.3295
          2381.7922         10.9571         6.7928        32.7455        35.1919       -89.4756       103.1313       -13.2204       137.3734         6.2738       188.8151
          2384.7995         10.0431        -2.2888        35.6521        37.1103       -99.8542       128.3643        -9.7112       163.1203         4.1074       207.3270
          2387.8068          9.5641         0.5413        39.2189        40.3719      -102.4177       140.8697        -1.3986       174.3683         4.1715        99.2704
          2390.8141          9.5406        -2.2664        37.5060        38.7667       -84.1607       137.7923        -4.1303       161.6312         3.4870       110.8759
          2393.8215         11.0461        -1.5284        34.7000        36.4478       -48.2967       107.3689        -8.4914       118.7368         4.8212       131.8290
          2396.8288         10.2163         0.6253        33.4710        35.0010       -34.1045        98.2479       -15.6347       105.3806         5.0722       186.0886
          2399.8361         12.6435        -0.9100        32.2723        34.6725       -46.8130        97.8209       -13.3746       109.6207         5.2916       207.5627
          2402.8434         12.1598        -0.6867        32.9234        35.1038       -60.8348        89.0538        -1.1380       108.6712         4.5006       218.9888
          2405.8507         14.5306        -5.2409        32.2501        35.7586       -74.9991        95.7552         4.7834       122.1504         5.2876       195.9848
          2408.8580         10.8380       -13.8271        32.4806        36.9275       -85.6136       126.7034         3.4521       153.0141         4.9396       178.3923
          2411.8654          9.2258        -2.8836        37.9788        39.1895       -88.4443       160.1115         5.5002       184.5143         4.3037       155.6780
          2414.8727         11.9356        -0.4876        39.5021        41.2688       -75.5890       203.5357         6.7143       217.3996         3.8820        83.3938
          2417.8800         11.6501        -0.1220        39.6453        41.3218       -78.6389       205.1323        -3.0569       219.8548         3.8872        55.6300
          2420.8873         12.4894        -2.1811        39.6937        41.6693       -83.3340       188.2911        -1.4401       205.9245         3.6993        52.2490
          2423.8946         11.5379        -3.1504        39.4776        41.2495       -80.8264       173.1745        -1.0247       191.1520         3.7768        45.9417
          2426.9019         11.1391        -2.3178        39.5624        41.1660       -82.3985       159.4299        -3.3606       179.5468         3.9268        43.1511
          2429.9093         10.7906        -2.5371        39.4326        40.9610       -88.6657       153.5300        -1.9552       177.3467         4.0236        44.0361
          2432.9166         10.8621        -2.3217        39.2490        40.7905       -95.3059       148.4635         0.0635       176.4836         4.3130        39.4416
          2435.9239         10.3613        -2.7959        39.4839        40.9164      -101.4740       145.1936         3.3112       177.1885         4.2137        41.5899
          2438.9312         10.2772        -3.2243        39.3497        40.7973      -107.8746       146.2845         6.9799       181.9221         4.4024        41.6734
          2441.9385         10.3687        -1.8362        39.4139        40.7963      -111.1660       146.0583         9.0117       183.7751         4.1886        42.7821
          2444.9458          9.7850        -1.0339        39.6480        40.8507      -109.8750       144.2287         8.8457       181.5371         4.4508        40.1564
          2447.9532         10.7084        -1.6311        39.3599        40.8232      -113.2903       144.6563         8.2206       183.9239         4.4694        40.8665
          2450.9605         11.4002        -1.8685        39.0621        40.7346      -114.6213       146.0539         9.1525       185.8909         4.3133        41.1804
          2453.9678         11.1376        -1.6551        39.0430        40.6343      -117.0278       146.7973        11.2744       188.0922         4.4202        41.9270
          2456.9751         11.0006        -1.7942        39.0257        40.5862      -117.2771       145.3813        11.5322       187.1604         4.2321        40.8730
          2459.9824         11.4863        -2.4734        39.0643        40.7931      -118.8099       150.3687        13.5930       192.1483         4.2239        41.2774
          2462.9897         10.9679        -2.1292        39.1489        40.7120      -122.6496       154.3758        14.4681       197.7363         4.4815        40.1838
          2465.9971         11.6806        -3.0839        39.0510        40.8770      -119.7369       154.7854        10.8462       195.9978         4.1788        41.9098
          2469.0044         11.7431        -3.4487        39.0218        40.8961      -116.9822       151.2385        11.3215       191.5421         3.9830        44.3860
          2472.0117         11.5679        -3.5593        38.9688        40.8050      -109.5932       143.1190         6.0059       180.4420         4.3016        41.4036
          2475.0190         11.9367        -4.2475        39.1292        41.1293      -105.5412       142.3668         3.9109       177.3234         3.5525        41.5998
          2478.0263         13.8178        -5.2089        37.7422        40.5282      -100.0427       137.7893         0.1495       170.7286         3.9731        54.0317
          2481.0336         12.9396        -5.2033        37.4520        39.9645       -98.8902       122.1741        -8.2736       158.3538         3.3851        86.3397
          2484.0410         11.5845        -2.7752        38.6115        40.4073      -116.5402       133.5010         6.2304       178.1841         3.8397        83.2011
          2487.0483         11.7418        -3.8271        38.6839        40.6074      -113.9488       161.1599        14.4110       197.9012         3.4694        50.3891
          2490.0556         11.6496        -3.2260        38.7525        40.5940      -112.0679       159.3694        12.8182       195.2527         4.1952        42.2958
          2493.0629         11.6655        -2.9127        38.8297        40.6487      -110.6763       156.4513        12.7181       192.0785         4.5356        42.5833
          2496.0702         11.6946        -4.0915        38.7789        40.7100      -112.7915       147.0282        15.2484       186.0380         4.9183        40.6598
          2499.0776         11.4391        -5.4758        38.6177        40.6468      -114.5546       118.5600        13.4851       166.2573         4.9550        40.7019
          2502.0849         11.1763        -3.7605        37.9934        39.7813      -111.0311       113.4321         4.8710       160.5257         3.4385        56.5050
          2505.0922         11.5683        -1.1159        37.2165        38.9890      -109.6824       154.4114       -12.3991       190.2900         3.8535        95.4572
          2508.0995         13.0996        -3.5910        37.6581        40.0329      -105.1303       155.7223       -15.0608       189.3783         4.6594       104.4245
          2511.1068         13.6805        -3.7177        38.3661        40.9016       -89.1853       148.8208         7.7677       173.7007         3.2764        64.6733
          2514.1141         12.4808        -4.0792        37.7370        39.9561       -91.1588       138.5014         7.1170       166.5474         3.7759        46.8150
          2517.1215         12.0631        -6.3046        37.8176        40.1925       -99.7850       117.5470         4.6798       154.2804         3.5239        62.0955
          2520.1288         11.3613        -4.8852        36.2022        38.2563      -101.8985       109.2321         0.1568       149.5525         3.8408        87.8134
          2523.1361          9.4547        -6.8538        34.5142        36.4362       -93.4854       104.4444        -9.5645       141.0444         4.8355       139.8714
          2526.1434         16.7742       -10.2842        29.9445        35.8303       -71.3503       104.7675       -34.3497       133.8367         5.8450       155.5134
          2529.1507         13.6509        -3.8399        33.8021        36.6561       -59.3935       106.4452       -48.5274       132.8522         4.4564       159.6376
          2532.1580         14.6075        -1.4389        34.1263        37.1491       -51.3491       125.2498       -13.5478       137.2722         3.9156       176.4387
          2535.1654         11.6889        -0.2796        34.6666        36.5852       -47.0015       130.3227        -3.5888       139.2181         3.3931       212.1930
          2538.1727          7.9564         2.3739        35.4359        36.3956       -55.1987       114.0798       -14.9695       127.6848         3.4305       225.3553
          2541.1800          7.2203        -0.7475        34.3639        35.1222       -58.5217       114.3565       -11.7096       129.0766         4.4581       221.6671
          2544.1873          7.2250         0.0243        34.7271        35.4707       -62.3633       126.5269        -8.2831       141.3200         4.4185       222.1470
          2547.1946          7.9625         1.5698        34.6106        35.5494       -61.4319       120.7183        -5.3257       135.5856         3.7613       228.9800
          2550.2019          8.1018         1.1228        33.2031        34.1957       -56.8543       118.6198        -0.2113       131.5798         4.3255       229.1749
          2553.2093         10.5212        -0.8914        32.5248        34.1958       -55.9761       115.3800        -2.3090       128.4681         4.2371       247.4710
          2556.2166         10.2398        -2.3098        32.9609        34.5920       -56.6799       102.3504        -3.0206       117.3048         3.5207       291.0036
          2559.2239         10.3084        -0.9511        33.5844        35.1437       -50.7803        87.8601        12.3294       102.4757         3.9262       244.9760
          2562.2312          8.3944         3.0012        33.3196        34.4915       -49.6350        76.7980        28.2734        96.6641         4.1604       227.0919
          2565.2385          8.2308         3.7300        34.1692        35.3440       -52.6890        58.9483        34.8988        86.7182         4.2330       214.2096
          2568.2458          8.2585         2.6295        33.3572        34.4647       -53.3740        47.5492        23.6498        75.4060         4.9276       201.5567
          2571.2532          9.1510        -0.5944        31.9159        33.2072       -54.1600        35.4874        15.0396        66.8470         4.9031       215.8862
          2574.2605         11.9215        -2.4801        31.2478        33.5365       -63.0405        29.4689         9.7031        70.3868         6.0052       198.9145
          2577.2678         10.8403        -1.4751        32.2964        34.0990       -71.4225        51.3897         4.5987        90.2633         5.7186       211.0638
          2580.2751         11.1154       -10.8093        33.7830        37.1710       -86.4919       104.3244         0.9071       135.8605         4.0125       215.1537
          2583.2824         11.9119         1.8760        37.6557        39.5394       -77.0672       175.7585        -7.9089       195.5835         4.0014       152.5201
          2586.2897         11.7763        -5.0374        39.3530        41.3849       -66.8790       214.1082       -10.3434       225.7642         2.8830        76.1813
          2589.2971         11.2916        -3.5043        39.2281        40.9710       -78.5625       149.2695         0.3857       168.7824         3.7486        40.1366
          2592.3044         10.4805        -4.5158        39.1047        40.7359       -88.4877       140.3377         3.7198       166.1391         4.6124        37.6057
          2595.3117         10.2283        -3.3360        39.2683        40.7154      -100.0394       130.6804        10.8139       165.1406         4.5261        36.8199
          2598.3190         10.6532        -3.4593        39.2040        40.7727      -108.4425       128.7317        17.2605       169.2029         4.9342        35.2496
          2601.3263         10.4497        -2.9548        39.2383        40.7133      -113.4141       124.5485        18.1672       169.6341         4.8552        36.3134
          2604.3337         10.2366        -2.6570        39.2095        40.6108      -127.7548       120.6720        22.0827       177.1540         4.6575        36.3620
          2607.3410         10.5445        -2.3245        38.8432        40.3160      -141.1306       123.7123        26.2920       189.5436         4.5287        36.2099
          2610.3483         11.5597        -1.1606        38.3876        40.1071      -157.4962       130.8731        33.6933       207.5822         4.1656        40.1443
          2613.3556         11.2606         1.6219        37.5185        39.2055      -160.7326       146.7225        38.4984       221.4939         3.7335        61.4907
          2616.3629         10.1875         2.5012        36.0677        37.5622      -144.6544       167.4532        24.6447       223.1307         2.8464       131.6580
          2619.3702         12.7356        -0.2139        36.7363        38.8819      -134.1447       179.6584        18.0124       225.1560         3.3949       140.1795
          2622.3776         12.7638        -2.5966        38.1513        40.3135      -128.6985       166.8536        31.6879       213.5457         3.2698        65.1608
          2625.3849         12.0000        -2.0360        36.8553        38.8131      -128.7530       155.6348        32.6396       204.9647         4.0026        65.9165
          2628.3922         12.9454        -3.4877        34.3532        36.8767       -99.4916       134.9326        20.9056       168.9734         3.2967       164.2074
