Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
          63.153486          7.3797        -6.3016        27.4308        29.0967      -118.4337       104.2409       -19.7468       159.0057        32.0196       117.4424
          66.160795          9.0029        -7.7952        29.1270        31.4674      -117.5670       104.4414       -19.9404       158.5235        33.1571       119.6166
          69.168104          8.8692        -9.2296        27.1370        30.0045      -116.4217       106.5211       -18.7141       158.9148        32.8581       116.9290
          72.175413          7.9699        -8.7904        27.8077        30.2334      -118.8951       109.8865       -18.0614       162.9060        32.0128       120.0399
          75.182722          9.8171       -10.1362        25.2361        28.9133      -117.1070       103.3677       -22.3331       157.9299        33.4057       119.2499
          78.190031          8.3364        -8.7362        28.5253        30.9760      -114.0437        95.9323       -23.6904       150.9799        33.1309       115.1534
          81.197340          9.2108        -8.7458        28.0651        30.8054      -113.5708       103.2809       -19.2012       154.7359        32.0823       120.9501
          84.204649          8.4018        -8.6843        25.5974        28.3061      -111.7099       104.8505       -21.4052       154.7289        33.8076       116.1679
          87.211958          8.3022       -11.4282        27.5716        30.9795      -115.3047        99.2846       -21.9812       153.8699        34.2052       114.0436
          90.219267          7.6862        -5.9723        28.8281        30.4270      -120.3876       101.9667       -19.4339       159.1023        32.5610       117.1573
          93.226576          7.5895        -7.2472        26.6365        28.6291      -116.6500       109.2409       -21.2234       161.2191        33.5958       118.2972
          96.233885          8.0115        -6.8829        24.8887        27.0371      -117.9523       109.4096       -22.2957       162.4211        34.7632       120.2127
          99.241194          6.2166        -6.2931        27.2138        28.6154      -120.5778       111.8291       -20.5678       165.7672        34.5033       119.1803
          102.24850          6.7484        -6.7816        25.5486        27.2812      -120.9847       110.8023       -20.4096       165.4072        33.5777       119.3795
          105.25581          8.1661        -7.2141        27.7923        29.8520      -114.0978       101.7686       -24.4233       154.8308        35.2180       123.1284
          108.26312          3.7900        -3.2742        28.6037        29.0389      -116.0828       107.6802       -22.0632       159.9066        32.4175       115.9935
          111.27043          6.9805        -6.1172        27.3422        28.8746      -125.3328       113.3098       -20.5837       170.3298        35.2346       120.6562
          114.27774          7.4838        -5.6642        30.2756        31.6970      -121.4369       102.0418       -18.3946       159.7110        33.6506       118.2484
          117.28505          6.8902        -6.4992        31.1250        32.5343      -118.3101       107.0100       -15.2253       160.2878        32.3612       113.4100
          120.29236          6.8009        -4.2307        25.7798        26.9953      -118.6523       111.0149       -18.7152       163.6648        33.3085       116.7779
          123.29967          6.4948        -1.9942        24.0913        25.0309      -116.1195       107.5861       -26.0836       160.4465        37.1609       118.5038
          126.30698          6.8078        -4.9861        26.9949        28.2830      -112.9872       109.3849       -23.4586       159.0917        37.5869       117.4280
          129.31429         10.2641        -7.8670        27.6269        30.5039      -115.0749       109.1160       -20.0616       159.9556        33.1096       118.0840
          132.32159          5.2784        -6.1358        31.3845        32.4114      -115.6802       103.1254       -21.0098       156.4304        33.2747       111.2453
          135.32890          7.7401        -7.8585        29.6792        31.6626      -119.4814       106.3728       -18.1688       161.0235        33.0802       110.5393
          138.33621         10.8046        -6.7450        27.1930        30.0282      -119.7884       103.9622       -20.8265       160.0066        34.2261       116.6902
          141.34352          7.3565        -5.5014        30.9924        32.3251      -113.5066       105.4155       -21.3199       156.4486        33.0042       112.4652
          144.35083          8.2943        -8.9689        27.9808        30.5313      -116.3887       105.7545       -21.1516       158.9376        32.9121       116.1512
          147.35814          7.7086        -4.1135        28.4166        29.7295      -118.0549       102.5198       -23.7672       158.3813        34.1701       122.1079
          150.36545          8.2928        -6.1287        27.5489        29.4155      -116.3212       109.8691       -20.3787       161.3459        32.3422       116.6150
          153.37276          8.7735        -6.3399        27.0726        29.1564      -119.6260       104.7381       -20.9700       160.3864        35.6486       112.8461
          156.38007          6.6586        -8.4480        27.1856        29.2364      -115.6144       102.3018       -21.5180       155.9074        36.2937       113.0792
          159.38738          8.4652        -6.5764        26.5139        28.5989      -113.1572       105.5667       -22.9777       156.4624        33.5337       118.8959
          162.39469          7.1860        -6.2402        29.2300        30.7404      -112.3017       107.8234       -21.5508       157.2653        34.9341       116.5578
          165.40199          9.5850       -11.1119        29.0791        32.5721      -112.1558       107.9915       -20.2847       157.1665        34.9040       113.7620
          168.40930          5.4454        -6.5441        26.5791        27.9093      -115.6077       103.4221       -23.9219       157.0052        32.9298       118.3961
          171.41661          6.9420        -6.0843        28.9068        30.3449      -122.8857       109.1514       -19.5991       165.5287        33.6860       123.1436
          174.42392          7.7916        -5.0904        27.7885        29.3056      -117.4593       103.4453       -19.2656       157.7133        32.4061       120.8708
          177.43123          9.6807        -6.4048        28.9554        31.1954      -113.9472        99.3630       -22.8107       152.9112        33.9670       116.7569
          180.43854          7.8534        -7.8166        27.5788        29.7214      -113.4926        99.1931       -23.2796       152.5394        33.4899       119.2847
          183.44585          8.9447        -6.9224        30.5928        32.6167      -114.1877       103.6962       -19.7974       155.5592        33.1748       118.0826
          186.45316          8.2512        -7.5230        28.7230        30.8170      -119.6758       107.6206       -20.2959       162.3577        30.7367       115.5588
          189.46047          9.9230        -9.3480        24.7579        28.2632      -132.7400       103.8507       -21.1869       169.9360        33.9637       119.9351
          192.46778         10.3020        -7.0515        30.3730        32.8386      -125.3813       101.1587       -16.8620       162.2940        31.3066       123.2526
          195.47509         12.3208        -8.4848        27.7565        31.5312      -115.2339       105.2058       -16.3380       156.9368        32.1917       118.3084
          198.48240          9.8665        -6.8508        30.5126        32.7917      -114.7448       107.9766       -14.5564       158.5112        33.4640       121.9376
          201.48971          9.2173       -10.7810        28.8357        32.1354      -111.4646       118.6542       -13.4197       163.4958        33.4627       121.7680
          204.49702          5.8819        -7.4233        29.7737        31.2438      -108.8654       111.9828       -20.0414       157.5511        31.4344       124.0077
          207.50433          8.4219        -7.5932        27.8560        30.0756      -110.8815       104.8982       -19.5750       153.9038        34.9606       115.3898
          210.51163          8.3457        -8.7040        31.6122        33.8340      -110.1630       100.9436       -20.1271       150.8032        33.4981       109.3501
          213.51894          9.8240        -5.5837        29.3973        31.4943      -112.4566        99.8574       -22.6657       152.2234        31.2060       118.9446
          216.52625          9.0763        -8.5683        29.8190        32.3260      -111.6840        98.2035       -26.6389       151.1666        35.7705       113.2691
          219.53356          7.9753        -6.5815        30.3950        32.1058      -117.9195       104.9872       -20.6016       159.3054        32.6633       115.3845
          222.54087         11.1212        -9.2305        30.3740        33.6373      -120.4831       107.6676       -19.3549       162.8774        31.5602       118.1807
          225.54818          8.0354        -4.1128        30.3684        31.6815      -120.3279       103.1014       -21.1125       159.9682        30.8927       116.7554
          228.55549         10.2616        -8.2213        28.1696        31.0872      -118.1698       106.6877       -21.2251       160.6630        31.4254       119.5117
          231.56280          6.5134        -2.3520        28.7194        29.5425      -119.0123       108.2276       -20.7512       162.3331        30.7262       120.7780
          234.57011          7.9747        -6.3495        26.2435        28.1537      -115.6360       110.5728       -23.6011       161.8490        31.6891       121.2918
          237.57742          7.1706        -2.0764        28.7928        29.7448      -117.9844       105.9076       -25.0086       160.5564        32.9874       122.5411
          240.58473          7.8399        -4.9868        27.9423        29.4466      -121.4956       107.8330       -19.8351       163.7019        32.5283       121.7700
          243.59204          7.5462        -5.9851        30.5357        32.0187      -120.3064       103.4851       -18.3216       159.7675        31.2819       118.0632
          246.59935          8.3624        -6.8476        29.6734        31.5806      -119.6373       105.1345       -19.9476       160.5223        31.8316       114.2237
          249.60666          9.0494        -6.8740        26.8591        29.1643      -128.7646       108.2934       -19.5931       169.4126        30.6866       127.4361
          252.61397         10.5252        -5.8867        29.9066        32.2466      -125.7744       107.1715       -18.2431       166.3143        30.4995       123.0633
          255.62128          7.9826        -8.7072        27.8557        30.2568      -116.3327       107.6066       -19.5965       159.6884        32.2653       124.4677
          258.62859          8.4398        -7.6697        31.1759        33.1962      -115.9687       107.6463       -17.3518       159.1989        30.6630       117.8609
          261.63590          7.4340        -4.3756        30.7007        31.8896      -113.6253       105.6105       -18.6396       156.3334        30.2540       124.8315
          264.64321          6.5525        -9.4570        28.5525        30.7833      -111.3603       105.9546       -21.4217       155.2501        33.8481       112.4563
          267.65051          7.7712        -6.3223        27.7199        29.4747      -117.1048       109.2243       -18.0666       161.1859        32.5053       123.3023
          270.65782          8.0338        -8.5506        31.3217        33.4471      -113.8125       105.4333       -18.5731       156.3829        32.0955       121.7274
          273.66513          8.0186        -7.6239        30.6033        32.5420      -112.1931        98.2137       -20.6182       150.5698        31.6791       119.8992
          276.67244          8.6454        -6.5435        29.9020        31.8071      -115.7843       105.8247       -19.8302       158.1116        31.4462       116.7567
          279.67975          8.9528        -9.8758        28.0261        31.0346      -117.0400       102.9199       -20.2733       157.2062        35.0660       117.3721
          282.68706          8.7330        -8.3794        30.2094        32.5436      -117.3091       100.3126       -18.9523       155.5284        31.3780       123.7425
          285.69437          8.9650        -8.9910        26.7471        29.6077      -116.1935       102.0248       -22.0991       156.2513        32.9852       121.2695
          288.70168          9.0059        -7.2165        26.5260        28.9278      -120.6627       102.8357       -22.5302       160.2450        34.4519       122.7851
          291.70899          8.0145        -4.9676        29.5094        30.9792      -125.1611       106.4835       -18.3102       165.3766        35.2192       115.2394
          294.71630          9.9096        -7.6773        29.3879        31.9498      -118.6235       100.2706       -21.0220       156.7653        34.9665       121.7888
          297.72361          8.5762        -6.0927        30.5465        32.3073      -115.8351        95.3320       -19.6220       151.3143        30.8619       118.9577
          300.73092          7.3652        -6.0676        28.5241        30.0780      -118.4037       103.7297       -19.7000       158.6812        35.0293       113.4999
          303.73823          8.1194        -5.2629        30.2718        31.7806      -115.1359       106.5860       -20.0924       158.1824        33.5074       114.7268
          306.74554          7.9583        -6.6619        29.0643        30.8618      -118.7337       105.8080       -18.0234       160.1108        33.3955       120.7292
          309.75285          9.7126        -7.2542        29.5575        31.9469      -115.4177       101.0393       -18.7502       154.6438        33.5925       117.6058
          312.76016          8.6060       -10.4606        28.2970        31.3721      -111.8070        99.0461       -19.4400       150.7852        34.4832       116.2920
          315.76747          6.7623        -7.0127        30.0476        31.5875      -122.8514       104.3058       -15.5382       161.9626        31.2517       116.0936
          318.77478          6.8752        -6.6036        26.9372        28.5742      -125.2604       110.0197       -18.0034       167.7305        31.9662       125.1242
          321.78209          9.0633        -7.7160        31.5261        33.6983      -119.9734        99.3834       -17.7618       156.8230        34.7301       114.8618
          324.78940          5.1217        -2.9622        29.8256        30.4068      -117.9262       100.9444       -16.3688       156.1742        30.6956       117.0468
          327.79671          8.1772        -7.2303        29.6864        31.6295      -121.4585       105.2558       -19.2517       161.9782        33.4919       120.6753
          330.80402          8.1626        -4.9909        30.3777        31.8487      -119.8644        98.0499       -18.8501       156.0438        31.3789       118.7147
          333.81133          7.2863        -6.1826        27.4358        29.0523      -120.9404        97.7242       -21.7756       157.1539        32.4779       118.1617
          336.81864          8.6171        -8.0820        29.7997        32.0561      -125.7944        96.8678       -20.2683       160.2448        35.0295       123.5262
          339.82595          9.2270        -7.8060        31.3938        33.6398      -122.1008       105.4181       -14.2264       161.9699        31.8127       121.5878
          342.83326         10.8453        -6.7943        26.8323        29.7280      -118.6073       106.4490       -19.1532       160.5999        33.1853       115.8928
          345.84057          8.3671        -7.7385        28.2825        30.4925      -116.8151       105.8514       -24.1879       159.5058        35.7877       117.9301
          348.84788          7.3203        -6.7866        28.1336        29.8520      -113.5888       107.4838       -21.4784       157.8561        34.1295       117.9207
          351.85519          6.6576        -7.9398        30.6368        32.3416      -107.9352       103.5099       -20.7798       150.9982        32.9232       120.6152
          354.86250          7.8964        -4.7616        28.5268        29.9801      -107.2895        99.8005       -23.1359       148.3718        33.8419       116.3297
          357.86981          7.1745        -5.2425        28.8405        30.1783      -110.1869        99.7978       -23.2664       150.4846        34.0744       114.1080
          360.87712          8.6764        -8.8166        29.0043        31.5319      -116.8821       100.1557       -22.3282       155.7309        34.1266       114.4333
          363.88442         12.1038        -6.9275        30.1374        33.2077      -121.7665        96.4993       -24.8023       157.4654        34.3968       123.4423
          366.89173          8.3984        -8.7394        31.1104        33.3881      -114.4293        99.9880       -24.5876       154.1035        32.8938       118.6103
          369.89904         10.3934        -9.6591        29.4692        32.7071      -120.9061       105.7745       -18.0056       161.6880        30.5404       117.3856
          372.90635          9.0312        -7.6474        30.2652        32.4966      -116.3913       102.8370       -20.2129       156.7680        34.1075       113.8993
          375.91366          6.8696        -8.5951        28.9348        30.9562      -109.0462       100.3851       -22.3875       150.0050        33.8626       107.3106
          378.92097          9.0033        -6.6521        30.1481        32.1592      -112.9343        96.7047       -22.9658       150.4583        32.2579       115.6898
          381.92828          7.6866        -7.7775        31.0761        32.9439      -112.7151        99.5287       -20.6737       151.8362        32.7019       112.5774
          384.93559          8.1193        -7.2079        28.8035        30.7818      -117.9827       105.9162       -16.9390       159.4643        30.6866       114.8117
          387.94290          9.0177        -8.4139        29.2650        31.7577      -118.6802       107.2278       -17.9453       160.9675        33.1832       116.5626
          390.95021         11.8667        -9.2067        29.1068        32.7535      -115.6513        99.3137       -20.9718       153.9340        33.2015       117.0622
          393.95752         10.2308       -11.0745        30.9966        34.4689      -110.5316        93.8125       -22.6894       146.7669        33.0979       111.4878
          396.96483          9.1029        -4.8759        31.2370        32.8996      -109.6195       101.3691       -19.2789       150.6632        31.2061       112.0315
          399.97214          8.5223        -8.0126        27.0584        29.4787      -112.1312       106.0629       -21.7845       156.0719        35.5679       111.1389
          402.97945          6.6641        -5.8335        31.1160        32.3519      -117.0166       103.4808       -23.2175       158.0350        35.1746       110.9817
          405.98676          8.1190        -7.0129        28.9185        30.8444      -117.1690       107.2154       -21.0188       160.2642        33.1029       112.8885
          408.99407          9.4793        -8.3799        30.3022        32.8376      -115.9239        98.2521       -22.9120       153.7147        34.3495       111.8611
          412.00138          6.7028        -4.8299        32.7233        33.7501      -117.8393        97.7525       -19.3292       154.3557        32.1696       110.9603
          415.00869          9.6300        -6.5346        33.3895        35.3595      -115.4729       100.3223       -18.1852       154.0535        30.5741       121.6470
          418.01600          7.6802        -5.2190        30.5690        31.9482      -113.8724        96.2784       -20.1774       150.5148        30.3825       117.9118
          421.02331         10.4511        -5.1009        29.7317        31.9252      -114.6603        94.9145       -22.6223       150.6107        33.9665       115.4394
          424.03062          6.0264        -2.5759        32.1484        32.8096      -115.6476       100.3659       -22.5200       154.8429        33.7080       101.7566
          427.03795          6.9873        -5.9171        28.8201        30.2396      -128.2307       109.5609       -17.8737       169.6134        33.1175       118.4839
          430.04526          8.2282        -7.1168        31.1872        33.0302      -126.1635       105.5551       -17.5618       165.4504        31.5523       117.8892
          433.05257          6.7018        -3.0963        29.0171        29.9415      -119.0474       104.9629       -20.2737       160.1403        33.3478       117.3426
          436.05988          6.7723        -5.1713        32.3145        33.4191      -118.4026       109.6262       -18.7125       162.5588        33.1555       116.0873
          439.06719          7.1581        -3.9368        31.4691        32.5121      -123.4049       108.4849       -17.5867       165.3004        33.8498       112.8004
          442.07450          7.2048        -5.1748        30.8020        32.0538      -120.0175       107.8081       -21.7430       162.8031        33.3657       114.3316
          445.08181          6.9166        -1.4245        32.5178        33.2757      -118.6233       106.7441       -22.3297       161.1709        34.2271       111.8516
          448.08912          7.8223        -5.4183        27.7081        29.2965      -120.2777       107.3478       -21.6134       162.7661        34.4134       109.8923
          451.09642          7.8032        -2.4417        30.2611        31.3462      -128.2977       107.0569       -18.6228       168.1853        32.2959       116.8010
          454.10373          7.7781        -3.3445        31.7679        32.8768      -123.0657       108.6880       -16.9162       165.1206        32.5041       117.2807
          457.11104          8.1413        -6.9709        31.0454        32.8435      -116.7373       104.5544       -19.6860       157.9695        33.2652       114.6581
          460.11835          5.2595        -1.7719        28.6231        29.1562      -120.6273       109.3681       -20.0641       164.1352        31.8249       117.9780
          463.12566          6.2172        -4.2833        27.4539        28.4731      -120.3977       112.6460       -22.9749       166.5236        34.5433       121.1813
          466.13297          7.6335        -6.4160        30.6148        32.1978      -119.6248       101.8027       -22.4207       158.7005        32.7188       115.3475
          469.14028          8.0313        -4.3082        29.4298        30.8087      -117.9798       100.1495       -23.6949       156.6491        33.9052       115.2530
          472.14759          7.1477        -3.2788        31.2162        32.1915      -113.3389       104.2178       -22.0175       155.6821        35.7107       113.8639
          475.15490          6.7593        -3.2561        27.3399        28.3507      -119.5023       110.2115       -17.5446       163.5458        32.6721       117.7314
          478.16221          7.3127        -5.8161        28.9968        30.4650      -120.7858       108.0009       -21.3112       163.4316        35.2668       120.7160
          481.16952          7.8059        -5.4538        30.6536        32.0986      -119.9356       100.5828       -20.1823       157.8713        31.6208       118.5990
          484.17682          7.4472        -3.0420        30.7205        31.7563      -122.2841       103.3387       -20.3952       161.5256        33.3981       114.7614
          487.18413          6.7736        -3.7280        31.7822        32.7091      -116.9533       110.8283       -21.4922       162.5648        34.3135       115.6284
          490.19144          6.9430        -4.6354        26.8573        28.1248      -115.1494       105.1842       -21.9601       157.6116        34.9497       116.1569
          493.19875          5.4915        -2.6606        32.0282        32.6043      -118.2558       104.4740       -20.1678       159.1937        34.0746       114.8846
          496.20606          8.7074        -5.0366        30.1635        31.7966      -111.7764       106.5135       -20.5303       155.8021        32.7043       116.8054
          499.21337          7.1238        -4.5252        29.0182        30.2206      -110.7387        97.5197       -23.0347       149.4245        34.3994       116.6997
          502.22068          4.0068        -0.1264        29.5984        29.8686      -115.8987       101.2634       -22.7927       155.7212        34.9340       109.4871
          505.22799          6.7256        -2.2969        32.7914        33.5528      -114.5234       111.0122       -21.4107       160.9506        32.9558       112.7153
          508.23530          7.9586        -3.7566        29.3372        30.6288      -119.6190       110.5127       -17.8788       163.9087        31.7926       114.6061
          511.24261          8.7392        -4.3234        31.5799        33.0508      -120.2067       102.7644       -18.5117       159.2474        32.4362       116.7536
          514.24992          4.5872        -2.6240        29.1989        29.6732      -117.6459        98.9313       -20.5135       155.0824        31.5400       117.4231
          517.25723          6.5674        -1.6017        30.0758        30.8261      -123.2772       106.2537       -18.6626       163.8780        34.0294       116.5885
          520.26454          8.1189        -4.0689        33.4044        34.6169      -117.9822       108.8077       -17.7282       161.4971        32.1983       114.4884
          523.27185          5.3817        -3.5252        28.4530        29.1712      -114.9533       107.4019       -20.1340       158.6046        33.2794       118.8956
          526.27916          5.8313        -3.4104        27.4073        28.2276      -122.4176       115.1224       -19.6814       169.1993        35.1866       113.2691
          529.28647          3.4234        -2.8967        26.9789        27.3491      -124.2127       117.6814       -19.7688       172.2506        35.6429       124.1647
          532.29377          7.4311        -3.8233        33.3711        34.4015      -117.5195       111.5959       -20.7095       163.3863        33.2219       117.2824
          535.30108          7.9885        -4.0865        31.5157        32.7682      -111.8932       104.8069       -22.0991       154.9385        32.8757       113.9377
          538.30839          8.0674        -8.3023        32.1240        34.1462      -113.9035        98.8454       -22.8919       152.5711        34.1658       114.6466
          541.31570          4.9686        -1.5295        27.9793        28.4582      -117.6685        98.5612       -22.0228       155.0700        32.4545       117.5741
          544.32301          8.3577        -6.0049        31.7794        33.4042      -120.4468        98.8835       -24.2803       157.7483        34.0095       116.4961
          547.33032          5.5240        -4.5194        31.5212        32.3191      -120.9558        98.6507       -20.9085       157.6142        32.0320       115.5957
          550.33763          7.0709        -3.0882        29.5073        30.4994      -119.0632       107.5279       -18.9845       161.6823        32.4046       117.5352
          553.34494          6.6796        -3.2711        27.0761        28.0791      -118.3006       109.7391       -21.9199       162.9400        33.7986       116.9097
          556.35225          9.0663        -4.0286        31.3369        32.8699      -122.9179       107.2203       -19.4633       164.2944        34.0176       117.6884
          559.35956          6.8402        -5.6623        31.0256        32.2713      -118.7365       101.5515       -20.4396       157.5898        32.5269       124.7401
          562.36687          8.2268        -2.9864        27.7329        29.0812      -117.4231       102.4990       -22.4780       157.6311        33.1350       121.8871
          565.37418          6.2829        -0.0864        30.1438        30.7917      -113.8975       108.0549       -25.0344       159.1200        31.4936       117.4955
          568.38149          6.9281        -6.4421        28.7877        30.3023      -120.6576       112.6561       -21.1145       166.5315        32.3910       119.8858
          571.38880          7.6089        -7.1747        30.4048        32.1531      -121.2596       103.2390       -21.7642       160.7630        32.3125       117.8779
          574.39611          7.9184        -5.8786        28.6895        30.3372      -119.9563       104.1699       -20.4158       160.2383        32.3377       118.8528
          577.40342          5.6156        -1.3117        28.7063        29.2798      -113.4935       108.6080       -23.4701       158.8857        36.8810       109.7909
          580.41073          3.8982        -3.3001        27.6958        28.1628      -115.5185       114.1640       -24.0440       164.2132        35.6324       116.7787
          583.41804          6.6696        -3.1952        29.3119        30.2304      -119.2797       112.3514       -24.4069       165.6692        34.8597       117.7976
          586.42535          4.9968        -3.1283        29.5315        30.1142      -120.4316       109.8256       -22.3345       164.5620        34.2901       114.8058
          589.43266          7.1666        -2.6320        30.5263        31.4665      -124.3096       108.7428       -19.6594       166.3271        31.2174       126.5812
          592.43997          8.7702        -6.1181        29.1129        31.0147      -120.0962       102.4553       -19.6507       159.1057        31.6088       127.1224
          595.44728          4.4640        -2.7375        34.3706        34.7673      -119.1273       103.2412       -19.4169       158.9362        29.3670       124.8533
          598.45459          6.1377        -5.9092        31.8734        32.9925      -122.2040       115.1023       -17.5569       168.8124        31.6432       125.3089
          601.46190          5.9172        -3.6341        30.9485        31.7180      -126.7383       116.0152       -16.2527       172.6141        30.3113       122.4770
          604.46921          7.1829        -3.8258        30.1679        31.2463      -124.0229       109.2022       -18.7158       166.3079        32.6294       130.1939
          607.47652          4.3915        -0.9476        30.5310        30.8598      -120.8137       109.4639       -19.1780       164.1880        32.4488       127.8011
          610.48383          7.5328        -3.7917        30.1057        31.2645      -123.5657       115.1432       -20.2809       170.1325        32.8706       124.4011
          613.49114          5.4304        -4.3619        29.5773        30.3864      -126.0727       111.0695       -21.5536       169.4169        34.4333       121.1446
          616.49845         10.0267        -4.9162        31.6843        33.5946      -122.7247       105.9574       -20.4990       163.4384        33.2656       122.1090
          619.50576          5.9301        -4.2540        28.1358        29.0670      -115.5653       101.9371       -23.0896       155.8500        30.9847       127.3220
          622.51307          5.8527        -2.8952        32.9638        33.6043      -119.9891       107.5484       -21.9358       162.8004        35.3169       119.2896
          625.52038          7.2184        -4.3250        30.2173        31.3671      -121.5074       113.3132       -17.3822       167.1186        29.4541       126.6875
          628.52769          7.2068        -5.0987        29.9198        31.1950      -121.6752       110.8325       -20.3071       165.8958        35.4216       120.4896
          631.53500          7.1645        -4.5997        29.2286        30.4433      -124.1058       109.4941       -14.4973       166.1540        31.6460       123.8162
          634.54231          4.9636        -2.3783        32.5784        33.0401      -124.8713       117.7298       -12.9625       172.1781        30.8502       125.0800
          637.54962          8.2028       -10.0066        29.6366        32.3380      -126.4793       113.9089       -15.0341       171.3229        31.7664       120.7012
          640.55693          7.1230        -5.6251        31.9993        33.2616      -128.1843       100.7167       -17.4711       164.0174        32.1502       123.6633
          643.56424          7.5891        -5.0105        30.9206        32.2302      -123.2531        98.2861       -19.8022       158.9851        29.7077       122.1991
          646.57155         10.9623        -4.1626        33.6651        35.6488      -125.3765        96.0706       -22.1612       159.5578        32.3449       129.0325
          649.57886          6.3566        -4.2868        32.0490        32.9533      -119.2100        97.4333       -18.4947       155.1123        30.4909       113.0413
          652.58617          6.5992        -4.6218        30.9071        31.9399      -127.0693       105.6158       -15.6607       165.9988        30.5288       127.1933
          655.59348          9.2049        -4.5947        28.8814        30.6590      -121.8416       104.9513       -17.4847       161.7782        33.0334       120.6176
          658.60079          4.4991        -3.3988        32.2177        32.7074      -122.9507       107.3896       -18.0848       164.2983        32.4910       121.4794
          661.60810          7.9129        -5.1971        28.8161        30.3313      -125.9738       109.1231       -18.3965       167.8231        32.8842       122.0223
          664.61541          4.9322        -2.3052        27.5429        28.0758      -125.7165       102.8967       -22.9515       164.0902        34.1888       130.6256
          667.62272          3.8290        -0.7575        31.3437        31.5858      -125.9516       108.7568       -20.8158       167.7255        33.6276       122.0670
          670.63003          7.9862        -3.7372        26.8984        28.3067      -122.6353       102.4900       -21.7616       161.4961        32.2154       121.4379
          673.63734          5.7939        -4.8539        29.8252        30.7681      -116.8271        93.9649       -23.9434       151.9714        36.6417       118.9644
          676.64465          5.3046        -3.0374        28.3240        28.9761      -116.5431       104.8727       -19.6181       158.0176        33.3055       113.7833
          679.65196          6.7435        -3.0397        30.4645        31.3496      -121.8776       110.0360       -19.4493       165.3647        31.3256       120.5345
          682.65927          5.8409        -3.5408        29.7215        30.4963      -124.5822       110.7425       -18.0573       167.6928        33.9286       117.8213
          685.66658          8.4662        -6.4194        29.7219        31.5638      -122.8967       108.3560       -17.2053       164.8192        33.5221       123.3022
          688.67389          5.0770        -4.4711        30.4625        31.2047      -120.7976       102.4494       -17.7945       159.4402        32.5209       118.4010
          691.68120          8.6791        -4.4585        33.0777        34.4868      -120.7241       106.8154       -13.9022       161.8003        31.5382       116.2067
          694.68851          5.9590        -3.0417        27.2900        28.0981      -113.9406       104.4614       -16.7551       155.5347        30.8582       114.0732
          697.69582          5.3517        -2.9141        31.4296        32.0149      -117.0303       108.3184       -20.1890       160.7542        35.2491       115.9236
          700.70313          7.8881        -4.5730        31.1923        32.4976      -114.9194       105.4021       -16.1484       156.7732        32.8434       114.8587
