Time                        Bx(nT)         By(nT)         Bz(nT)
          11120.390         -0.3825        -3.4167        11.7850
          11123.398          0.3143        -3.0754        12.1182
          11126.406          1.4478        -2.9292        11.4472
          11129.414          0.6588        -1.3116        11.8516
          11132.422          1.4179        -0.6660        12.1522
          11135.430          1.3670        -1.0980        12.1878
          11138.438          2.3365        -2.6148        11.5666
          11141.446          3.0447        -2.6570        11.1095
          11144.453          2.6716        -1.8888        11.9632
          11147.461          2.6773        -1.5378        12.6767
          11150.469          2.4566        -2.7926        12.9055
          11153.477          3.9376        -3.1802        12.6517
          11156.485          2.9423        -3.8198        12.6872
          11159.493          3.0077        -4.1809        11.5072
          11162.501          4.3271        -1.8731        11.1075
          11165.509          3.3348        -2.2008        11.6388
          11168.517          2.4196        -2.4828        11.1385
          11171.525          3.8620        -3.4772        11.3391
          11174.533          3.4440        -4.9038        11.7982
          11177.541          0.4392        -2.5749        12.2928
          11180.549         -0.4891        -2.8188        12.5707
          11183.557          0.7407        -4.6787        13.6006
          11186.565          1.0268        -3.0304        10.8653
          11189.573          2.0023        -3.6787         9.1887
          11192.581          2.2921        -4.3415         9.6897
          11195.589          1.5955        -4.3183        10.2663
          11198.597         -0.8399        -3.6811        10.2045
          11201.605         -4.7285        -2.1962        10.9320
          11204.612         -2.3491         1.5767        12.5115
          11207.620         -1.6172         0.5458        12.1484
          11210.628         -1.7829        -0.1839        12.3754
          11213.636         -1.5280        -1.3333        12.8150
          11216.644         -2.0055        -0.8951        12.6894
          11219.652         -2.4367        -3.0279        11.1101
          11222.660         -2.7837        -3.8522        10.3098
          11225.668         -2.5372        -3.4700        11.6417
          11228.676         -1.1074        -3.9012        10.9431
          11231.684          2.5789        -0.9081        10.4701
          11234.692          3.3649         2.9229        10.7011
          11237.700          1.5226        -1.8606        10.7260
          11240.708          2.6197        -3.9418        11.0736
          11243.716          1.7439        -2.3922        11.5850
          11246.724          3.3733        -2.8445        10.3311
          11249.732          4.1770        -2.9163        10.4929
          11252.740          3.6973        -2.7948         8.6996
          11255.748          4.9949        -3.1893        10.4782
          11258.756          3.4931        -5.5040        12.4150
          11261.764          4.2528        -4.4964        11.7919
          11264.771          2.6631        -3.7957        10.4755
          11267.779         -1.1652        -3.6163        12.0942
          11270.787          1.2632        -0.7314        13.2676
          11273.795          1.3143        -1.2226        12.2194
          11276.803          2.8346        -9.8493         9.2538
          11279.811          6.7101        -3.8939         9.1392
          11282.819          7.8018        -6.3942         7.4647
          11285.827          8.0023        -1.9753         8.3303
          11288.835          6.7114        -2.7084         8.4917
          11291.843          6.3588        -5.2586         8.6761
          11294.851          7.7732        -7.2133         8.4136
          11297.859          8.9522        -6.3943         7.3245
          11300.867          6.6956        -8.8467         4.9504
          11303.875          3.6913        -6.9484         7.2316
          11306.883          2.4516        -6.1903        10.8094
          11309.891          4.1400        -4.6388        11.2132
          11312.899          9.3011        -5.0165        10.5270
          11315.907          2.9895         0.7059        10.1158
          11318.915         -2.1259        -1.5449        11.8599
          11321.923         -2.3254        -4.6118         8.4372
          11324.931         -0.3911        -5.7636         8.7136
          11327.938          0.7710        -3.1435        10.1663
          11330.946          2.3412        -2.3661        10.7780
          11333.954          4.2142        -7.7489        10.6565
          11336.962          3.8693       -11.9548         5.3652
          11339.970          1.7068       -10.2679         5.9483
          11342.978          1.3304       -11.2340         7.0193
          11345.986          2.1107       -13.1577         5.6412
          11348.994          4.2629        -9.0699         9.9673
          11352.002          4.9445        -8.7890         7.2523
          11355.010          4.4180        -3.5173         8.4508
          11358.018          5.0507        -8.7599         3.4029
          11361.026          5.2519       -12.5238         2.8918
          11364.034          8.2098        -8.2888         6.4799
          11367.042          7.8167        -3.5192         7.2187
          11370.050          7.9644        -5.8988         7.6748
          11373.058          6.7388        -8.0858         5.9277
          11376.066          6.1186        -4.7128         6.0314
          11379.074          4.9922        -5.9435         4.0549
          11382.082          3.1802        -5.8545         5.6708
          11385.090          9.0638        -1.1116         8.7142
          11388.097          5.9254        -5.6202         7.5315
          11391.105          5.2038        -7.1235         6.6238
          11394.113          7.0968        -3.1064        11.7155
          11397.121          6.5547        -1.7022        10.3189
          11400.129          4.0168        -1.8454         9.1263
          11403.137          5.5426        -5.3226         6.8013
          11406.145          7.0383        -6.5674         6.7429
          11409.153          6.4010        -5.4578         4.6475
          11412.161          7.7398        -6.2858         5.5148
          11415.169          1.1860         0.4698         5.3285
          11418.177          1.8795        -3.8010         7.8939
          11421.185          3.4754        -9.0315         4.8865
          11424.193          5.6969        -5.9798         3.1057
          11427.201          3.7095        -1.9536         6.5260
          11430.209         -0.8416        -4.6217         9.9249
          11433.217         -1.0913        -4.5479        12.6132
          11436.225         -4.9138        -5.9472         6.3182
          11439.233          2.8790        -5.3852         5.5963
          11442.241         -0.3621        -1.4528        12.7401
          11445.249         -2.1210         0.6556        12.9020
          11448.256          4.0245        -0.5931        13.5237
          11451.264         -1.1915         1.3834        13.6266
          11454.272         -1.0332         1.5138        10.9172
          11457.280          2.0372         0.4824        12.1540
          11460.288          1.6165         0.7870        12.9543
          11463.296          0.2888         1.4234        11.9908
          11466.304          1.1930         0.7048        13.4609
          11469.312          0.2518         2.1671        13.9044
          11472.320          1.1384         0.9026        13.5492
          11475.328          0.4622         0.9318        13.8338
          11478.336          1.2058         1.3458        12.8543
          11481.344          0.7206         2.2919        14.0961
          11484.352          2.8712         0.6240        13.5223
          11487.360          3.3675        -1.0169        12.8401
          11490.368          2.3892        -0.3206        13.2862
          11493.376          0.7637        -0.4907        12.9767
          11496.384          0.4368         1.8745        13.6699
          11499.392          0.5557         1.2629        13.3118
          11502.400          1.0174         0.5871        12.8311
          11505.408          0.4960         1.3543        12.7768
          11508.416          1.3202         1.6519        13.3768
          11511.423          1.6477         1.4389        13.6713
          11514.431          2.9256        -0.3294        13.4373
          11517.439          2.4214         0.7954        13.2960
          11520.447          1.2669         0.1109        13.0727
          11523.455          1.2928         0.8339        13.5250
          11526.463          1.9047        -0.5022        13.9507
          11529.471          2.3212        -0.6855        13.2840
          11532.479          1.9135        -1.0157        13.2925
          11535.487          0.8189         0.3834        14.2057
          11538.495          0.5492         1.8319        13.4419
          11541.503          2.1075        -0.0327        13.7646
          11544.511          0.6069        -0.0739        13.6208
          11547.519         -0.0391         0.7918        13.8647
          11550.527          1.4670         0.1912        13.6979
          11553.535          1.8632         0.1195        14.1156
          11556.543         -0.4637         0.1431        14.5972
          11559.551         -1.4039         0.1794        13.9485
          11562.559          1.1948        -0.7355        12.9716
          11565.567          2.2860        -0.5268        13.1018
          11568.575          3.3612        -1.1568        13.0803
          11571.582          2.5833        -2.0694        12.6600
          11574.590          2.5054        -2.7605        12.5535
          11577.598          3.7879        -1.5166        12.4630
          11580.606          2.2611        -1.5638        14.1239
          11583.614          1.9643        -0.2743        14.0028
          11586.622          2.2832        -0.2831        13.9274
          11589.630          1.6218         0.2768        13.4380
          11592.638          2.0081        -0.7228        13.8237
          11595.646          0.7335        -0.3433        14.4154
          11598.654          1.5373        -0.2523        13.5178
          11601.662          1.8929        -0.8748        13.5852
          11604.670          3.2577        -2.3469        11.9162
          11607.678          3.0557        -2.7057        11.8500
          11610.686          5.2764        -3.9561        10.6622
          11613.694          4.9680        -3.9456        10.4578
          11616.702          4.5607        -4.1268        10.3555
          11619.710          2.8544        -2.5655        11.3424
          11622.718          5.3918        -3.5704        11.6464
          11625.726          3.6668        -3.2565        11.8756
          11628.734          3.6831        -3.0602        11.7553
          11631.741          4.2084        -4.0487        10.3948
          11634.749          4.9649        -4.4226         9.8397
          11637.757          5.5135        -3.8521         9.5277
          11640.765          3.9171        -5.0853         8.9570
          11643.773          4.8884        -4.2099         9.5283
          11646.781          5.4205        -4.8181         7.9626
          11649.789          4.4035        -4.4881         8.8876
          11652.797          5.2923        -4.0521         9.3554
          11655.805          4.8194        -4.5622         9.6717
          11658.813          4.8566        -4.4052         9.5611
          11661.821          3.4010        -3.8076        10.4728
          11664.829          4.6116        -4.4198         9.6993
          11667.837          4.9768        -4.9974         9.4142
          11670.845          6.1010        -5.2383         8.9466
          11673.853          6.2638        -5.4159         8.0960
          11676.861          4.2950        -4.3933         9.5903
          11679.869          5.6769        -4.9942         8.4283
          11682.877          4.6277        -4.9173         9.1235
          11685.885          5.7057        -4.9812         8.3676
          11688.893          5.0194        -5.4071         8.5891
          11691.901          4.7658        -4.1370         9.1310
          11694.908          5.2433        -4.9533         7.8114
          11697.916          4.0491        -5.5650         9.4734
          11700.924          4.7031        -4.0987         8.8315
          11703.932          5.2957        -4.9757         9.1215
          11706.940          4.6640        -4.3974         9.4373
          11709.948          5.1103        -5.4839         8.8477
          11712.956          3.8684        -4.7753         9.5564
          11715.964          5.3499        -4.5249         9.4850
          11718.972          4.2763        -4.1190         9.5134
          11721.980          5.1929        -4.1729         9.5852
          11724.988          4.9941        -3.7474         8.8889
          11727.996          5.6589        -2.7305        11.5011
          11731.004          5.6948        -2.9282        10.6518
          11734.012          4.3650        -4.5617        10.7828
          11737.020          4.8546        -3.8899        11.0830
          11740.028          5.8932        -5.1298        10.4238
          11743.036          5.6875        -4.6221         9.4401
          11746.044          5.7240        -5.1011        10.5345
          11749.052          5.5981        -4.6559         9.8277
          11752.060          4.8579        -5.0649        10.0718
          11755.067          5.3592        -6.1820         8.9086
          11758.075          7.1473        -6.2303         8.8354
          11761.083          5.8580        -5.7969         9.0152
          11764.091          6.7226        -5.0657         8.7528
          11767.099          5.9890        -5.6879         9.0207
          11770.107          6.3539        -4.4585        10.9418
          11773.115          5.7543        -3.5001        10.7705
          11776.123          4.9752        -4.6836        10.2660
          11779.131          5.0506        -4.2648        10.0063
          11782.139          5.5342        -5.1554         9.9432
          11785.147          5.2671        -5.3899        10.0412
          11788.155          4.4875        -5.3664         9.3013
          11791.163          5.1057        -4.8752         9.1079
          11794.171          3.2638        -5.4674         9.1430
          11797.179          4.9789        -4.6724         8.9994
          11800.187          5.1270        -3.6256         9.2421
          11803.195          4.8529        -5.6192         9.3887
          11806.203          4.7551        -4.4231         9.1047
          11809.211          4.3228        -4.1365         9.5679
          11812.219          4.3438        -4.7210         8.8082
          11815.226          4.1038        -4.4334         8.5728
          11818.234          5.8100        -4.2822         8.5774
          11821.242          3.9032        -3.1081         9.2064
          11824.250          5.0396        -4.0514         8.6235
          11827.258          3.9223        -4.5869         9.5203
          11830.266          5.9765        -5.0284         8.6262
          11833.274          5.5117        -4.7173         9.1257
          11836.282          3.4988        -3.8917         8.9494
          11839.290          5.2363        -4.6510         9.0538
          11842.298          3.9344        -3.3181        10.1446
          11845.306          4.2968        -3.9135         9.7522
          11848.314          4.6172        -4.5112         9.3745
          11851.322          5.3924        -5.4319         9.3195
          11854.330          5.3917        -5.4734         9.4951
          11857.338          4.3401        -4.2094         9.4515
          11860.346          5.5230        -4.4235         9.4475
          11863.354          4.9314        -5.1732         8.7072
          11866.362          4.5476        -5.0466         9.2742
          11869.370          4.6916        -3.9467         9.9298
          11872.378          6.1465        -4.5410         9.0078
          11875.386          2.9175        -4.2022         9.3458
          11878.393          4.6962        -4.0549         9.1408
          11881.401          5.9876        -4.9956         8.4219
          11884.409          3.7895        -4.4007         9.6350
          11887.417          4.8525        -4.4478         9.2168
          11890.425          4.2837        -4.3792         9.8640
          11893.433          4.4863        -4.4123         9.2287
          11896.441          3.9452        -3.4222        10.0044
          11899.449          5.3436        -4.6997         8.6864
          11902.457          3.7757        -3.9914         9.2634
          11905.465          4.7987        -4.2576         7.9301
          11908.473          4.4926        -4.0957         9.1906
          11911.481          5.2537        -5.0180         7.9422
          11914.489          3.9629        -4.5020         7.6942
          11917.497          4.9274        -4.9393         7.6876
          11920.505          4.3095        -3.7209         8.3858
          11923.513          4.8732        -4.3652         8.5342
          11926.521          5.6854        -4.0414         8.3178
          11929.529          4.8847        -3.8035         8.1524
          11932.537          3.9576        -4.6784         7.7579
          11935.545          4.8081        -2.7208         8.8797
          11938.552          4.6129        -5.2613         7.4907
          11941.560          3.7049        -3.8214         8.1866
          11944.568          4.8482        -4.8131         8.6534
          11947.576          4.2623        -4.8161         8.7168
          11950.584          3.5043        -4.4328         9.2490
          11953.592          4.1130        -2.8636         9.7126
          11956.600          4.1424        -3.5498         9.1068
          11959.608          3.7890        -3.3045        10.0701
          11962.616          3.5745        -5.4410         8.9178
          11965.624          5.2042        -4.5741         9.1990
          11968.632          5.1770        -4.4636         9.5456
          11971.640          5.2808        -5.5658         9.2036
          11974.648          3.9247        -4.8706         9.6979
          11977.656          5.1224        -4.0947         9.8351
          11980.664          4.6336        -4.4230         9.8252
          11983.672          4.7782        -4.9050        10.2509
          11986.680          4.8284        -4.1377         9.3438
          11989.688          5.1699        -4.3130         9.3847
          11992.696          5.3531        -4.7717         9.3337
          11995.704          6.2458        -6.0748         8.7904
          11998.711          4.9867        -4.8335         9.1453
          12001.719          5.3172        -5.0955         8.3173
          12004.727          5.2395        -6.6747         7.0405
          12007.735          5.1849        -5.0025         9.5029
          12010.743          5.2446        -3.1895        11.0560
          12013.751          5.4453        -5.3407         9.1983
          12016.759          3.9824        -4.9056         9.7325
          12019.767          5.6832        -4.6636         9.5034
          12022.775          4.9921        -5.2362         8.7583
          12025.783          5.0051        -5.3725         8.8225
          12028.791          6.6708        -4.9177         7.9742
          12031.799          5.6333        -4.5859         9.7507
          12034.807          4.4418        -4.5387         9.1995
          12037.815          4.7157        -5.5022         8.5538
          12040.823          5.2518        -6.2703         7.6056
          12043.831          6.1932        -6.4628         7.7655
          12046.839          6.3557        -5.2697         7.7031
          12049.847          5.0995        -5.9418         7.3663
          12052.855          5.5232        -5.1823         7.3838
          12055.863          2.7118        -4.2574         9.3023
          12058.871          4.2999        -4.4766         7.8727
          12061.878          3.6277        -3.8398         9.0492
          12064.886          4.5690        -4.9725         8.8568
          12067.894          3.8225        -4.5801         8.4641
          12070.902          3.4657        -3.3164         9.0839
          12073.910          4.5164        -5.4534         7.0993
          12076.918          4.2850        -3.6432         8.1748
          12079.926          3.6849        -4.9709         8.9672
          12082.934          3.4903        -5.0899         9.3690
          12085.942          5.1293        -4.1252         9.5319
          12088.950          3.8647        -3.8644        10.1421
          12091.958          4.9957        -4.6325        10.1831
          12094.966          5.1534        -4.8403         9.2849
          12097.974          4.9320        -4.9732         8.8327
          12100.982          5.6535        -5.5576         7.7863
          12103.990          3.9036        -3.2930         9.5203
          12106.998          4.4113        -4.2100         8.7873
          12110.006          4.6184        -4.4333         9.4040
          12113.014          4.9752        -4.1644         9.6170
          12116.022          4.3545        -3.7831         9.9610
          12119.030          3.8456        -3.3299        10.5013
          12122.037          3.7476        -3.8326         9.6662
          12125.045          4.5232        -2.7696        10.5948
          12128.053          4.0458        -3.5398        10.2090
          12131.061          4.3317        -2.6823         9.4200
          12134.069          4.8516        -3.2359         9.5158
          12137.077          5.2129        -3.9712         9.5059
          12140.085          3.7195        -2.3900         9.6678
          12143.093          3.3316        -2.8870        11.1270
          12146.101          2.5797        -1.9709        11.7360
          12149.109          2.9713        -0.2005        11.3453
          12152.117          2.4982        -1.4964        11.8871
          12155.125          3.2868        -2.2165        11.7145
          12158.133          3.5705        -1.7940        10.9210
          12161.141          3.8749        -2.0929        11.5421
          12164.149          3.9818        -1.7739        11.6626
          12167.157          2.1579        -1.5623        12.6349
          12170.165          2.2864        -0.8432        12.9617
          12173.173          1.3474        -0.3034        12.8634
          12176.181          2.8436        -0.9950        12.5397
          12179.189          1.9325        -1.0880        12.7319
          12182.196          2.1676        -1.1184        12.2481
          12185.204          2.9142        -3.5450        12.8726
          12188.212          2.1689        -1.0177        13.0333
          12191.220          3.4037        -1.5044        11.7599
          12194.228          3.0839        -0.9560        11.4328
          12197.236          3.5972        -1.7634        11.8186
          12200.244          1.4351        -0.0897        13.0609
          12203.252          3.0534        -0.6296        12.3268
          12206.260          2.6431        -0.7951        12.1802
          12209.268          2.0071        -0.6925        12.6785
          12212.276          2.4605        -2.0773        13.0633
          12215.284          1.9147        -1.5750        13.3695
          12218.292          2.2785        -0.2766        12.9116
          12221.300          2.5457        -1.9218        12.8089
          12224.308          2.0185        -1.6913        13.1936
          12227.316          1.6183        -0.9221        14.0559
          12230.324          2.7415        -0.4894        12.4230
          12233.332          3.2641        -2.6197        11.9509
          12236.340          2.5004        -1.5887        12.5762
          12239.348          3.8100        -2.4390        11.6495
          12242.355          3.5259        -2.6831        12.3168
          12245.363          4.3378        -3.2534        12.5651
          12248.371          3.2426        -3.2267        11.3908
          12251.379          4.2494        -2.5386        11.6731
          12254.387          4.8150        -3.6630        11.5733
          12257.395          4.2824        -3.2050        12.3703
          12260.403          3.3571        -2.6251        11.9044
          12263.411          2.8893        -1.9140        11.8869
          12266.419          3.6958        -2.7054        11.7768
          12269.427          3.4279        -1.7873        12.5694
          12272.435          3.8337        -2.6664        11.6165
          12275.443          3.3590        -2.4278        11.8864
          12278.451          3.3716        -2.9330        11.1578
          12281.459          2.8522        -2.1091        12.2633
          12284.467          3.5588        -1.5984        12.0445
          12287.475          3.3261        -3.3405        11.8646
          12290.483          2.6955        -2.0704        11.1324
          12293.491          4.3184        -1.6915        10.9067
          12296.499          3.8214        -2.5993        10.8289
          12299.507          3.4084        -3.8873        10.7992
          12302.514          1.7875        -1.2849        10.8026
          12305.522          2.4174        -1.2577        11.0242
          12308.530          3.4394        -3.8014        10.3202
          12311.538          2.8134        -2.3420        11.9025
          12314.546          2.9751        -2.3473        11.6486
          12317.554          3.8151        -1.2506        10.7558
          12320.562          4.0859        -2.7462         9.9078
          12323.570          2.7435        -2.0816        11.1375
          12326.578          3.6221        -2.5565        10.7051
          12329.586          3.0491        -1.9601        11.5289
          12332.594          4.1886        -3.2221        11.3291
          12335.602          2.9489        -3.0180        12.1959
          12338.610          4.3880        -2.2573        11.3328
          12341.618          3.1033        -3.0442        11.2750
          12344.626          2.7818        -2.9469        12.1183
          12347.634          4.3596        -3.2283        11.7217
          12350.642          2.8344        -3.7001        12.0217
          12353.650          4.1913        -3.6925        12.0482
          12356.658          4.1269        -3.8807        12.2895
          12359.666          3.9130        -3.6046        11.8064
          12362.674          4.3180        -2.5167        11.5105
          12365.681          3.7883        -3.7848        11.5469
          12368.689          4.2669        -3.6501        11.3222
          12371.697          4.2302        -4.4105        10.5945
          12374.705          4.1856        -3.0043        11.2678
          12377.713          3.6423        -3.9101        10.9150
          12380.721          4.0942        -3.5667        10.8306
          12383.729          3.6598        -2.8057        10.8665
          12386.737          4.0583        -4.4157        10.5660
          12389.745          4.1183        -2.6978        10.9001
          12392.753          3.0381        -2.9562        11.7041
          12395.761          3.8238        -2.8791        10.9814
          12398.769          4.2031        -2.3543        11.4874
          12401.777          3.8539        -2.2141        11.4468
          12404.785          3.8247        -2.9448        11.0466
          12407.793          3.4004        -3.1018        10.7646
          12410.801          3.3316        -1.2035        10.8926
          12413.809          3.1770        -3.2156        11.1574
          12416.817          4.0976        -3.6150        10.4069
          12419.825          4.1018        -4.0266        10.6649
          12422.833          4.2453        -3.1091        10.8706
          12425.840          4.4493        -3.9328        10.1551
          12428.848          3.5672        -3.4486        10.3750
          12431.856          3.7487        -3.0337        10.3596
          12434.864          4.4935        -4.2507         9.8349
          12437.872          3.5178        -3.6155        10.0138
          12440.880          3.7460        -2.8461        10.1099
          12443.888          4.8815        -3.7398        10.6398
          12446.896          3.8714        -3.3522        10.6812
          12449.904          3.5072        -4.0588        10.7183
          12452.912          4.0083        -2.4831        11.0349
          12455.920          5.2803        -4.1530        10.0335
          12458.928          3.6134        -4.5867        10.2045
          12461.936          4.1686        -3.2612        10.4530
          12464.944          3.9515        -3.7366        11.0836
          12467.952          3.5252        -4.2131         9.9130
          12470.960          3.5513        -2.2463         9.9700
          12473.968          4.5569        -4.1151         9.1181
          12476.976          3.5877        -3.1956        10.2994
          12479.984          4.6990        -3.5580        10.0192
          12482.992          4.9358        -4.0391        10.4780
          12485.999          3.8210        -3.0243        10.3073
          12489.007          4.2922        -5.1621        10.1433
          12492.015          4.7016        -4.4861         9.9018
          12495.023          2.7215        -4.1861         9.9383
          12498.031          4.5325        -4.5247        10.2926
          12501.039          3.7141        -4.4017         9.7187
          12504.047          3.7283        -3.1266        10.4036
          12507.055          3.7977        -4.4944         9.8956
          12510.063          3.8854        -4.9704        10.5185
          12513.071          3.3567        -3.5177        11.0113
          12516.079          3.7725        -4.6359         9.6563
          12519.087          3.4596        -3.9335        10.5635
          12522.095          3.9742        -3.9135         9.9400
          12525.103          4.7871        -5.5554         9.1575
          12528.111          4.1201        -3.8512         9.8258
          12531.119          4.6217        -3.7766        10.8977
          12534.127          6.0599        -3.2090         9.9269
          12537.135          4.8349        -3.8201        11.3374
          12540.143          4.7904        -5.7289         9.4506
          12543.151          3.1224        -4.7222        10.2398
          12546.158          3.6641        -4.6813         9.9392
          12549.166          4.0650        -3.6797        10.9441
          12552.174          4.1913        -6.5107         9.1469
          12555.182          4.7611        -5.9842         8.1938
          12558.190          4.2380        -5.6447         9.7207
          12561.198          4.4615        -5.1655         9.5350
          12564.206          5.1927        -9.2522         6.2961
          12567.214          5.7824        -9.5896         6.2756
          12570.222          5.8453        -9.3371         8.1129
          12573.230          4.9612       -10.7492         5.0902
          12576.238          5.8768        -3.9703        10.9984
          12579.246          5.7777        -4.1137         9.6849
          12582.254          1.8793        -7.3761         7.2910
          12585.262          3.2448        -5.8826         3.3706
          12588.270          3.5673        -8.3448         5.5121
          12591.278          8.8507       -10.5718         1.9266
          12594.286         14.3558        -4.0785         0.5750
          12597.294         11.3730        -4.7793         3.9355
          12600.302          7.0769       -10.0818         6.2553
          12603.310          7.1136        -6.5055         4.9203
          12606.318          5.8556        -5.8801         6.0021
          12609.325         -2.2558        -7.6475         7.6092
          12612.333         -0.9028        -7.7661         6.2587
          12615.341          1.4634        -6.5161         2.7174
          12618.349          2.6139        -4.6860         2.1418
          12621.357         -2.3654        -4.3357         3.1697
          12624.365         -3.0298        -5.9145         3.2576
          12627.373         -0.6289        -8.6052         3.6695
          12630.381          0.1085        -6.8385         2.4642
          12633.389          2.5936        -4.5451        -2.2465
          12636.397          4.4772        -9.0392         3.3267
          12639.405          3.4651        -7.5392         5.4917
          12642.413          4.6465        -6.7262         0.0205
          12645.421          4.4523       -11.6294         1.7671
          12648.429          1.2112        -5.2677         3.6514
          12651.437          2.0466        -2.9581        -0.2461
          12654.445          2.1703        -2.2005        -1.5816
          12657.453         -1.2774        -1.9205        -2.1018
          12660.461          3.5381        -5.4893        -4.0549
          12663.469          0.9437        -8.2337        -5.2068
          12666.477          2.1932        -6.4520        -1.3538
          12669.484         -0.1426        -5.1256        -2.5123
          12672.492          3.0728        -3.3273        -1.5880
          12675.500         -4.0010         0.9322        -1.8256
          12678.508         -4.1118         3.1989        -1.7050
          12681.516         -1.0939        -2.8776         2.7704
          12684.524          3.4973       -12.4403         2.0246
          12687.532          0.8611        -9.1954        -8.1195
          12690.540          2.5519        -1.7369       -10.6124
          12693.548          4.6290         0.1381        -8.9001
          12696.556          5.4842        -2.6316        -8.3494
          12699.564         10.9733        -3.9405        -0.2650
          12702.572          9.4747        -3.4747         8.0440
          12705.580          4.3553        -2.9189        10.7527
          12708.588         -4.4632        -3.6206         9.9851
          12711.596         -9.0685        -1.1100         2.3733
          12714.604          1.3526        -2.7019        -7.6805
          12717.612          3.6705        -2.9633        -0.0887
          12720.620          5.5607        -0.2266         7.5253
          12723.628          4.5565        -1.1782        10.5626
          12726.636          6.6536        -0.4306         7.2273
          12729.643          6.0743        -0.9502         3.0843
          12732.651          4.7657        -3.1513         3.1962
          12735.659          0.8475        -3.5924         2.1577
          12738.667          0.2024        -8.0694         0.8031
          12741.675          3.1002        -3.4920        -3.8799
          12744.683          1.9088        -4.0046        -2.5124
          12747.691          4.4851        -2.4367         2.8997
          12750.699          4.1527        -0.7824         4.7689
          12753.707          2.1017         0.1425         3.6378
          12756.715          1.2125        -2.6737         4.5423
          12759.723          1.6455        -0.6119         0.9885
          12762.731          0.2381         0.1020         3.2145
          12765.739         -0.2600        -2.2795         2.8278
          12768.747          1.3435        -0.5941        -0.0632
          12771.755         -5.0159       -10.5935        -0.2198
          12774.763          1.9005        -9.5527         8.2029
          12777.771          0.9643       -12.6744         6.8582
          12780.779          4.7188        -6.4605         8.9048
          12783.787          5.6432        -8.7609         8.3131
          12786.795          6.8869        -6.8437         7.2158
          12789.803         -1.0185        -9.0336         2.4442
          12792.810          0.9844       -10.7932         3.9528
          12795.818          1.8794       -12.8448         5.2913
          12798.826          7.1499        -9.8376         8.6023
          12801.834          7.5186        -9.1729        10.0329
          12804.842          6.8917       -12.0644         8.2936
          12807.850          9.5437        -9.9480         6.6536
          12810.858         10.1537        -9.3832         3.6567
          12813.866         13.2979        -4.3215         5.3440
          12816.874         10.7442         0.8009         8.9541
          12819.882          8.4653        -0.1232        10.0947
          12822.890          6.2712        -3.4536        12.0953
          12825.898          3.1602        -3.6928        13.6754
          12828.906          1.5241        -1.8257        12.6754
          12831.914         -6.7332        -1.1829        10.4992
          12834.922          9.5056        -4.1879         6.3292
          12837.930          8.8314         0.1143         9.6602
          12840.938         -0.6793        -5.7959        11.8103
          12843.946         -2.4496        -4.5659        10.8960
          12846.954          2.1619        -3.7582         7.6689
          12849.962          2.2555        -1.1785         1.0374
          12852.969          7.1825        -4.6072         5.4845
          12855.977          6.9919        -6.5820         6.5806
          12858.985          5.5254        -8.5795         7.9818
          12861.993          5.2722        -7.4491         7.4256
          12865.001          4.5801        -7.9484         7.9023
          12868.009          8.7780        -8.3095         5.0719
          12871.017          9.9927        -7.5121         3.7666
          12874.025          8.0146        -8.1817         3.8622
          12877.033          5.2160        -4.7753         7.6863
          12880.041          5.4483        -3.9115         7.6620
          12883.049          4.3193        -2.9389         9.3016
          12886.057          4.8277         0.0060        10.1662
          12889.065          7.1577        -3.7343         9.5772
          12892.073         -1.2868        -8.5994         7.9342
          12895.081          0.0061        -7.5296        10.1194
          12898.089          0.5037        -6.3650        11.3134
          12901.097          4.1126        -1.9629        -1.3187
          12904.105          1.9166        -3.8420         4.7515
          12907.113          8.1831         7.7460         6.6417
          12910.121         -0.8807        -4.6322         4.7700
          12913.128          6.1159         0.1137         6.0986
          12916.136          3.2469        -2.3263         7.2326
          12919.144          5.2623        -4.2206         3.3922
          12922.152          5.3759        -1.6910         4.4263
          12925.160          6.1614        -3.1669         5.1919
          12928.168          2.0093        -5.8227        -0.0186
          12931.176          6.9468        -5.0183         4.6698
          12934.184          3.7928       -11.3872         3.7248
          12937.192         10.4830        -9.7148         6.5010
          12940.200          6.3910        -9.6027         9.0831
          12943.208          2.6741       -12.2987         5.6177
          12946.216          6.0991       -10.5457         4.8990
          12949.224          6.4567        -4.5160         9.2692
          12952.232          4.8846        -6.3337        12.2890
          12955.240          3.3781        -9.6392         4.4905
          12958.248          4.9304        -1.6477         7.5527
          12961.256          4.6030         0.8606         1.9254
          12964.264          0.3310        -0.6387         9.1186
          12967.272         -1.4740        -1.2254         7.7868
          12970.280          2.5858        -2.8452         6.5464
          12973.287         -2.1412         1.0406         8.7908
          12976.295          2.0580        -5.0904         9.9785
          12979.303          5.2542        -7.6116         5.1397
          12982.311          6.8181        -7.3370        -0.7118
          12985.319          9.8796        -6.0150        -4.9330
          12988.327         11.9645        -3.8989        -3.2906
          12991.335          6.7263        -9.0357        -1.1965
          12994.343         10.3278        -9.3559        -3.8704
          12997.351          8.2486        -4.8620        -2.7777
          13000.359          5.9029        -2.3889        -5.3543
          13003.367          8.9467         0.5612        -3.2759
          13006.375          8.8478        -5.2641         0.8052
          13009.383          6.3896        -8.5655         2.6077
          13012.391          5.2122        -7.8155         3.8028
          13015.399          6.8497        -8.2105        -0.2505
          13018.407          6.8527        -9.8968         6.0843
          13021.415          9.5615        -2.5087         5.0359
