Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/08:23:17         14.9342        -0.0231        40.3314        43.0076      -106.3718       119.1050       -10.8863       160.0608         4.5468        97.4815
2007-06-08/08:23:20         15.5648        -0.2351        40.8585        43.7234       -91.3430       125.6140        -4.5551       155.3807         4.9963        60.5094
2007-06-08/08:23:23          8.7286        -0.5277        41.9533        42.8549      -128.7383       144.7676         9.7503       193.9749         3.5609        96.1255
2007-06-08/08:23:26         13.6672        -1.6732        39.5097        41.8403      -153.3130       112.7139        15.1062       190.8861         4.1469       108.2422
2007-06-08/08:23:29         13.8219        -1.4826        38.2421        40.6903      -146.8688        97.6643         0.3032       176.3770         3.6005       156.6934
2007-06-08/08:23:32         14.5173         4.0340        40.8656        43.5548      -153.6275       124.5704       -11.2943       198.1079         3.1810       133.9176
2007-06-08/08:23:35          5.8576         4.0570        42.5182        43.1111      -155.0166       127.7631        15.2489       201.4599         5.6559        50.4433
2007-06-08/08:23:38         13.6842        -1.3909        37.3378        39.7908      -122.3402       170.5167        -4.9798       209.9235         6.2487        94.4285
2007-06-08/08:23:41         19.1258        -4.1262        35.0670        40.1562       -77.3736       116.2593       -36.3023       144.2940         3.7673       149.2799
2007-06-08/08:23:44         18.4944        -2.9159        35.3920        40.0392      -108.8349       151.9953        -7.5910       187.0968         3.5434       239.4535
2007-06-08/08:23:47          9.9251        -1.3407        36.6546        37.9982       -88.8101       175.0591       -12.5404       196.6982         4.0788       276.5745
2007-06-08/08:23:50          9.4345        -2.8742        36.1484        37.4697       -67.3421       140.0038       -28.2226       157.9004         3.3942       322.3942
2007-06-08/08:23:53         10.7457        -3.2970        37.3873        39.0404       -97.2939       151.8871       -22.2778       181.7473         2.5408       374.2595
2007-06-08/08:23:56          9.4340        -1.7757        37.0810        38.3034       -65.5289       148.1672        -0.4249       162.0116         1.7140       526.6984
2007-06-08/08:23:59          8.9562        -0.0778        36.4031        37.4887       -54.4343        99.7310        -6.1074       113.7834         1.9069       515.4631
2007-06-08/08:24:02          9.9314        -2.5612        34.9919        36.4640       -54.5369       111.8460        11.2720       124.9434         2.1882       490.0506
2007-06-08/08:24:05         10.1687        -0.4066        35.6967        37.1190       -72.0117        98.6713        27.4626       125.2034         2.3982       473.1127
2007-06-08/08:24:08          8.9514        -0.0971        36.1728        37.2640       -70.2833        98.4871        21.0175       122.8055         2.4789       426.6821
2007-06-08/08:24:11          9.9732        -2.8120        35.8867        37.3527       -50.8588       118.6937         8.8145       129.4314         1.9653       483.9351
2007-06-08/08:24:14          9.4256        -6.5366        35.2165        37.0374       -87.8120       117.3190       -10.3859       146.9101         2.9968       402.6571
2007-06-08/08:24:17         10.9585        -7.6402        36.1289        38.5196       -96.9396       107.8161         9.1373       145.2759         2.7941       378.0798
2007-06-08/08:24:20         11.6104        -6.7333        35.7555        38.1915      -100.5929        46.1518       -14.2426       111.5875         3.9283       267.9032
2007-06-08/08:24:23         13.3012        -3.7279        37.5055        39.9685       -77.4255        27.6138       -39.5983        91.2428         3.9430       220.1258
2007-06-08/08:24:26         15.4313        -3.5461        36.4629        39.7523       -73.8301       102.0415       -30.5386       129.5992         3.1796       211.2255
2007-06-08/08:24:29         16.8228        -3.2940        35.6043        39.5161       -85.2011       128.3130       -32.0594       157.3253         3.5778       219.3383
2007-06-08/08:24:32         18.7087        -0.4755        34.9779        39.6698      -103.5810       130.0704       -31.2451       169.1851         3.3079       230.6101
2007-06-08/08:24:35         15.6428        -1.4584        33.6062        37.0972      -105.4101        99.4501         4.3689       144.9852         3.8289       261.1801
2007-06-08/08:24:38         10.5488        -6.5286        34.6998        36.8507       -94.7865        95.9896         0.1931       134.9019         4.0778       342.0116
2007-06-08/08:24:41          6.6099        -2.5607        36.6100        37.2899       -44.2780       107.8372       -15.4875       117.5979         3.7636       329.1674
2007-06-08/08:24:44         12.8142        -0.1121        35.8223        38.0454       -58.4765        79.7630       -15.4321       100.0989         2.9857       341.5343
2007-06-08/08:24:47         12.6382         4.1030        35.3313        37.7473       -82.3164        57.8383        -7.9408       100.9174         4.0339       283.7879
2007-06-08/08:24:50         14.4204         2.2201        35.0712        37.9851       -82.3947        22.3273         4.4152        85.4804         4.1051       291.2025
2007-06-08/08:24:53         11.9033        -4.5140        35.7983        37.9945       -84.9513        60.4346        -8.6399       104.6122         4.4429       271.1717
2007-06-08/08:24:56         10.4943       -12.2817        34.9839        38.5337       -87.5184        88.4056        -9.6500       124.7724         4.1158       266.5874
2007-06-08/08:24:59         12.8212       -12.0613        35.2696        39.4184       -83.7903       129.0188       -20.5194       155.2021         3.1990       247.6345
2007-06-08/08:25:02         10.5090        -1.1204        40.5861        41.9396      -120.4374       111.5566       -40.5441       169.0972         2.8363       249.4789
2007-06-08/08:25:05         13.6492         4.6365        42.0257        44.4292      -102.3281       196.8758        -9.4662       222.0827         4.0265       102.0532
2007-06-08/08:25:08         13.1157         3.8237        42.1290        44.2888       -99.3941       172.8150        -9.1925       199.5714         4.6935        49.3756
2007-06-08/08:25:11         12.8572        -0.0421        41.8930        43.8216      -101.1933       182.2416       -11.4445       208.7656         5.5900        49.5096
2007-06-08/08:25:14         12.0960         0.5533        41.9868        43.6979      -114.4333       166.2381        -1.7174       201.8243         6.2002        51.7715
2007-06-08/08:25:17         11.3346        -1.3066        42.2001        43.7153      -123.2094       152.0388        -2.7511       195.7139         6.3479        48.6588
2007-06-08/08:25:20         11.0116        -2.0353        42.4244        43.8774      -132.2609       150.5907         5.8018       200.5098         6.1393        48.8828
2007-06-08/08:25:23         11.1525        -0.8614        42.1617        43.6203      -134.8338       139.4101         9.4836       194.1785         6.5929        48.1090
2007-06-08/08:25:26         10.9844        -1.7134        42.2207        43.6598      -151.1790       140.0651        13.8579       206.5560         6.5169        49.9182
2007-06-08/08:25:29         13.3180        -1.3475        38.4615        40.7244      -171.7647       137.6535        14.2246       220.5764         5.6855        91.8549
2007-06-08/08:25:32          9.0590         2.3184        38.1812        39.3096       -99.6685       155.3623        -2.8201       184.6056         3.7954       231.2785
2007-06-08/08:25:35          9.8402         2.8901        37.9940        39.3538      -104.9830       121.7748        -3.3707       160.8164         3.9074       290.2999
2007-06-08/08:25:38          5.9120         2.5355        38.5833        39.1159       -75.0273       102.1414       -21.1405       128.4869         3.0190       335.4688
2007-06-08/08:25:41          8.5817         1.7628        37.7825        38.7849      -109.2833       132.7625        -2.1826       171.9694         3.5553       262.0380
2007-06-08/08:25:44         11.9072        -2.0221        35.9223        37.8983       -98.4358       127.1767         3.5229       160.8600         4.0941       257.7465
2007-06-08/08:25:47         14.0699        -1.7737        35.0679        37.8267       -96.1514       102.1480        -3.4068       140.3243         3.6409       322.5479
