Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(eV)
          219.58026         -0.1671         2.0316         9.0052         9.2331      -252.8962       115.0414       -27.0349       279.1657         8.4628       101.5430
          222.58820         -0.6039         1.3442         8.3009         8.4307      -251.6918       119.2960       -29.4345       280.0961         8.6107        99.0852
          225.59615         -0.3760         1.1248         8.5232         8.6053      -252.9397       121.0779       -30.2088       282.0693         8.4649       100.6313
          228.60412          0.0950         2.1035         8.3167         8.5791      -255.3181       117.8223       -31.9274       283.0117         8.3844       102.9288
          231.61206          0.6196         0.9529         9.1267         9.1972      -256.7908       120.5433       -29.0884       285.2015         8.5013       102.8088
          234.62001          0.0910         0.5446         9.6554         9.6712      -253.3503       126.3305       -29.6624       284.6580         8.1707       101.0253
          237.62796          0.2753         0.1122         8.9393         8.9442      -251.8147       125.8841       -28.8285       283.0241         8.2502       103.3299
          240.63591         -0.5041         0.4436         8.4777         8.5042      -254.7504       123.8512       -26.1066       284.4693         7.9777       107.0710
          243.64385          0.2102         1.1214         8.0805         8.1606      -255.8307       121.6171       -27.4352       284.5951         8.1054       105.5135
          246.65180          0.2000         0.9217         7.9170         7.9730      -255.3601       119.6397       -24.7568       283.0890         8.0302       108.7636
          249.65975          0.0648         1.0640         9.4712         9.5310      -255.9085       120.5333       -25.1827       284.0159         8.0427       107.1643
          252.66769         -0.2818         0.8198         9.3894         9.4294      -255.5730       125.5582       -28.4318       286.1928         8.2904       103.5466
          255.67564          0.8685         1.3510         7.8134         7.9767      -253.9425       125.6572       -26.0788       284.5667         8.2071       106.4683
          258.68359          1.3054         0.9792         8.5182         8.6731      -257.7364       120.9362       -25.5770       285.8459         8.3306       105.1922
          261.69154          1.3238         0.8010         9.6924         9.8151      -260.4250       125.9242       -26.0842       290.4805         8.1932       106.1714
          264.69950          0.4182         0.0490         9.5881         9.5973      -255.2217       129.3527       -25.5002       287.2639         8.0749       104.2170
          267.70745          0.9015         1.4857        10.6405        10.7815      -255.9624       127.4029       -25.7810       287.0855         8.0449        98.8243
          270.71540          0.7297         0.8885        10.4407        10.5038      -262.4329       124.2271       -26.9674       291.6234         8.0235       100.3228
          273.72334          0.5776         0.6065        11.0179        11.0497      -262.1631       125.0919       -28.7376       291.9785         8.3341       100.9274
          276.73129          1.3614         0.4626         9.3243         9.4345      -259.1223       129.2186       -30.1208       291.1453         8.4999        99.6027
          279.73924          0.6095         1.3117         7.9836         8.1136      -260.0660       123.5853       -29.5236       289.4489         8.5582       100.9775
          282.74718         -0.3805         1.0452         7.9760         8.0532      -255.7050       120.7734       -29.6446       284.3422         8.9940        99.9050
          285.75513         -0.6665         0.0868         6.6780         6.7117      -252.8079       118.4048       -29.4710       280.7203         9.0856       101.0852
          288.76308          0.3927         1.1331         8.8148         8.8960      -253.6515       116.0951       -31.4961       280.7315         9.2287        98.1964
          291.77103          0.4160         1.0484         8.6521         8.7253      -253.1213       115.5901       -33.3726       280.2620         9.4070        93.0754
          294.77897          0.0549         1.4339         8.0147         8.1421      -252.4432       116.0574       -34.6521       279.9958         9.5102        94.2661
          297.78694         -0.0954         1.1116         7.1503         7.2368      -252.5298       116.0294       -35.0231       280.1091         9.2811        98.0804
          300.79489         -0.0717         1.5036         8.2565         8.3925      -254.7931       116.4298       -36.4339       282.4950         9.0706        98.2764
          303.80283         -0.1337         2.1175         9.2508         9.4910      -255.6383       116.4893       -37.4036       283.4079         9.1521        94.2108
          306.81078         -0.0028         2.0196         9.4196         9.6337      -255.5048       115.6680       -37.5701       282.9767         8.9856        94.7032
          309.81873         -0.1734         1.1037         9.1178         9.1860      -256.0135       116.0585       -36.8390       283.5081         8.7887        98.4459
          312.82667          0.2513         0.9966         8.0258         8.0914      -256.0467       116.2137       -35.0725       283.3914         9.0605        99.1314
          315.83462          0.1520         1.1732         8.7431         8.8228      -258.4984       113.4030       -34.3620       284.3666         9.1265        98.4929
          318.84257         -0.1898         0.8438         8.5932         8.6366      -257.9925       118.0102       -34.2541       285.7850         9.1629        99.9060
          321.85052         -0.1057         1.1610         7.9843         8.0689      -257.2010       121.9284       -32.6675       286.5073         9.4259       100.2068
          324.85846         -0.4786         0.6878         8.7097         8.7499      -257.5896       121.0929       -32.8322       286.5218         9.7865        96.2574
          327.86641         -0.0531         0.8203         7.4024         7.4479      -258.1368       121.3861       -32.7425       287.1304         9.5560        96.1550
          330.87436         -0.0891         0.6201         8.1442         8.1683      -256.2198       123.8636       -33.9918       286.6501         9.4287       100.2484
          333.88232         -0.3914         0.2728         7.4913         7.5065      -253.6817       125.7083       -37.3369       285.5762         9.1636       103.4843
          336.89027         -0.3324         0.8440         7.7784         7.8311      -255.3956       123.2182       -35.3513       285.7728         9.1510       104.5921
          339.89822          0.2240         1.1874         6.9367         7.0411      -255.5358       119.0889       -33.3159       283.8922         9.4081       101.2213
          342.90616          0.1000         2.0808         8.7352         8.9801      -253.8045       118.1253       -33.7057       281.9936         9.3311        99.7610
          345.91411          0.1455         1.6593         8.0616         8.2319      -254.1985       118.6546       -36.4699       282.8991         9.3413        98.5202
          348.92206          0.1445         1.9530         9.1476         9.3549      -256.2065       116.7889       -35.1589       283.7645         9.3465        98.4096
          351.93001          0.7415         1.7310         9.1835         9.3746      -256.2451       117.5728       -34.7151       284.0927         9.3616        98.2007
          354.93795         -0.1153         1.4224         6.6090         6.7614      -258.9026       120.5643       -30.4615       287.2339         9.4584       101.4603
          357.94590          0.2985         0.9285         7.2827         7.3477      -261.0146       118.4657       -30.5705       288.2728         9.4847       100.6618
          360.95385          0.8716         1.7287         8.8804         9.0889      -260.5364       117.5244       -34.0721       287.8516         9.4483        98.5517
          363.96180          0.2902         1.1446         8.6234         8.7039      -263.1285       117.7118       -35.4080       290.4329         9.5707        97.4419
          366.96974          1.0808         0.8470         6.4040         6.5496      -264.2176       120.1448       -34.7195       292.3217         9.5312       101.4694
          369.97771          0.2512         1.0002         6.9749         7.0507      -258.5595       119.0841       -32.8890       286.5815         9.4731       100.8029
          372.98566         -0.3400         1.0405         6.9959         7.0810      -256.5016       120.6416       -29.2961       284.9693         9.5263        99.0306
          375.99360          0.0099         1.9371         8.5495         8.7662      -261.7805       120.3096       -29.5431       289.6167         9.3105        98.4855
          379.00155          0.9183         1.2225         8.0186         8.1631      -263.5747       120.9517       -31.4097       291.7056         9.3060        98.9393
          382.00950          0.4258         0.2557         7.0383         7.0558      -261.7203       124.0284       -32.5093       291.4476         9.3507       102.0557
          385.01744          0.0246         0.6715         7.7864         7.8153      -257.8262       124.9859       -31.5098       288.2514         9.6976       100.9388
          388.02539         -0.7446         0.7804         6.1134         6.2078      -251.7131       122.9037       -28.8730       281.6150         9.9540       101.4554
          391.03334         -0.6828         0.3483         5.4207         5.4746      -252.1538       120.2473       -25.5179       280.5516         9.8781       102.5948
          394.04129         -1.0751         0.6396         7.2631         7.3700      -253.9377       116.7009       -26.7322       280.7507         9.8106        98.4644
          397.04923          0.0713         0.8509         7.6838         7.7311      -256.3788       117.7433       -27.1862       283.4414         9.8169        95.6904
          400.05720          0.3714         1.1634         8.5183         8.6054      -261.3393       118.6537       -28.5282       288.4491         9.4501        98.8403
          403.06513         -0.6137         1.5217         8.7479         8.9005      -262.2396       119.6029       -32.2769       290.0357         9.2790        96.2692
          406.07309         -0.3555         2.2417         9.2919         9.5651      -258.7912       117.7135       -31.9805       286.1123         9.5707        94.7112
          409.08104         -1.1052        -0.1793         6.4549         6.5513      -257.7446       121.1773       -30.7302       286.4690         9.6732       100.4035
          412.08899         -0.2749         0.2470         6.6701         6.6804      -258.9657       122.8733       -30.0059       288.2122         9.6277       101.5924
          415.09693         -0.3717         0.1939         7.2087         7.2209      -257.2437       122.5727       -31.8886       286.7346         9.5354        98.0730
          418.10488         -0.3727         1.5460         7.9451         8.1027      -257.9688       121.1424       -31.4023       286.7220         9.4847        99.0644
          421.11283         -0.0047         1.5240         7.3241         7.4810      -256.9099       119.2261       -31.9332       285.0261         9.4990        99.1901
          424.12078          0.0210         2.1455         7.3584         7.6648      -258.1703       118.2358       -33.2294       285.8948         9.6172        98.8132
          427.12872         -0.1859         1.8217         8.4769         8.6725      -258.6437       118.2742       -34.3579       286.4753         9.8095        97.4417
          430.13667          0.2519         0.3455         8.3932         8.4041      -258.4573       118.0728       -36.1524       286.4413        10.0568        96.4935
          433.14462         -0.5071         1.0399         8.6771         8.7539      -259.4542       117.7669       -35.7186       287.1660        10.0502        95.9822
          436.15258         -0.3422         1.3752         8.4829         8.6005      -258.7517       113.3936       -34.8173       284.6539        10.0981        95.6472
          439.16051         -0.9620         2.1132         6.6272         7.0222      -254.5415       106.8507       -33.8175       278.1307        10.1208        96.7056
          442.16848         -0.3385         1.6175         7.1526         7.3410      -252.7730       104.1525       -32.0225       275.2606        10.3940        91.7873
          445.17642         -0.3302         2.5424         7.4148         7.8455      -253.1281       107.1159       -30.8826       276.5967         9.9407        89.7753
          448.18437          0.0703         2.3890         8.5469         8.8748      -254.0193       111.9262       -31.1629       279.3375         9.3882        92.7456
          451.19232         -0.1483         1.0965         8.1339         8.2088      -252.6706       117.3662       -31.1575       280.3649         9.1832        92.6630
          454.20027          0.8332         0.3781         8.5794         8.6281      -251.0326       123.3008       -28.3201       281.1176         8.9902        92.6608
          457.20821         -0.2369         0.0898         6.9610         6.9656      -248.0001       125.6199       -26.0188       279.2209         8.9772        95.5593
          460.21616         -0.6273         0.6242         7.4997         7.5517      -244.8536       125.5527       -25.2257       276.3220         9.2804        99.3451
          463.22411         -0.6396         0.9428         7.5886         7.6736      -245.8610       124.2447       -27.8494       276.8862         9.4773       100.5583
          466.23207         -0.7104         0.7813         8.5107         8.5760      -247.2442       122.4392       -31.5775       277.7060         9.8218        97.0705
          469.24000         -0.4831         1.3822         9.4763         9.5888      -250.7239       122.7919       -30.2351       280.8375         9.7952        97.2630
          472.24797         -0.0482         1.6105         6.8218         7.0095      -255.5480       121.5306       -25.0948       284.1143         9.8372       101.6096
          475.25590         -0.4965         0.8235         7.2280         7.2917      -259.9434       120.6917       -24.9867       287.6976        10.0690       103.4655
          478.26386          0.1377         0.4117         6.7581         6.7720      -257.4213       120.9960       -26.8061       285.7153        10.4758        98.1763
          481.27181          0.5923         0.6229         7.6515         7.6997      -254.6119       113.1056       -31.2089       280.3960        10.3264        94.9163
          484.27976         -0.0863         1.7804         8.8042         8.9828      -254.7735       109.1998       -35.3506       279.4371        10.4338        92.0818
          487.28770          0.3738         1.6567         7.7827         7.9658      -257.0026       109.8748       -32.5128       281.4041        10.4090        92.4605
          490.29565          1.0849         1.6728         7.9794         8.2248      -254.8746       107.4847       -30.5728       278.3027        10.3520        94.2294
          493.30360          0.6718         2.2326         9.2351         9.5248      -250.9689       109.1577       -32.0860       275.5727        10.0537        95.6417
          496.31155         -0.4690         1.5770         7.3114         7.4942      -245.4612       111.0274       -30.8027       271.1588         9.5553        97.4793
          499.31949         -0.2150         1.6041         7.9834         8.1458      -243.7251       108.0049       -30.9303       268.3867         9.8354        92.5427
          502.32746         -0.0841         2.3860         8.7245         9.0453      -243.7861       107.2206       -28.7274       267.9121         9.7218        93.0572
          505.33539         -0.2772         2.6752         9.1168         9.5052      -244.8256       111.6122       -23.7976       270.1184         8.9598        98.5778
          508.34335         -0.5064         3.7913         8.0805         8.9401      -247.9712       109.1005       -22.6123       271.8798         8.4747       103.0926
          511.35128         -0.8577         5.0556         9.0224        10.3778      -252.2183       107.5869       -26.6445       275.5557         8.1722       104.8745
          514.35925         -1.9968         3.4667         9.5666        10.3694      -250.4403       110.5488       -30.0218       275.4251         8.3292       100.6377
          517.36719         -1.4519         3.2285         8.2184         8.9484      -250.4695       109.0629       -27.8275       274.6400         8.9153       100.2795
          520.37514         -2.0939         6.0511         8.3292        10.5060      -254.9148       108.3924       -41.3906       280.3065         9.2556        98.1689
          523.38309         -2.4674         4.7865         9.9059        11.2750      -256.0686       110.9665       -55.3087       284.5097         9.5521        90.2990
          526.39104         -2.0643         4.5848         9.6072        10.8434      -255.4388       109.7605       -51.8783       282.8468        10.2002        89.8480
          529.39898         -1.7746         3.5366         6.8896         7.9450      -250.5333       112.5719       -39.8404       277.6990         9.8781        98.3600
          532.40693         -1.8965         3.9608         6.9970         8.2609      -239.7858       113.8291       -27.9370       266.8997         9.7396       100.6297
          535.41488         -1.3314         4.4811         7.7663         9.0647      -239.9542       113.3557       -34.0152       267.6592         9.5064        98.6807
          538.42284         -2.4656         5.9622         9.5706        11.5423      -244.8657       115.6625       -38.8621       273.6640         8.4730       103.1333
          541.43077         -2.2696         4.8793         9.2714        10.7199      -247.1166       117.8982       -31.4163       275.6132         7.4825       114.8318
          544.43874         -3.3889         5.9090         7.9501        10.4692      -252.0769       116.7240       -35.2092       280.0503         7.5948       114.5819
          547.44667         -3.8972         6.0987         8.9661        11.5228      -251.2810       119.6835       -39.3741       281.1193         7.6007       111.8345
          550.45463         -1.0413         1.2786         9.4727         9.6152      -249.8991       122.7086       -37.2650       280.8839         8.1319       106.2264
          553.46258         -0.2790         1.8423         9.6387         9.8172      -250.6649       123.2236       -36.5292       281.6983         8.9594        96.9353
          556.47053          0.0630         1.7078         9.9608        10.1064      -251.2744       122.9596       -35.2883       281.9665         9.1090        90.7815
          559.47847          0.9300        -1.1026        10.9290        11.0238      -249.4596       113.1753       -38.9228       276.8395         9.9774        78.9464
          562.48642          0.5317        -2.1829         8.8953         9.1746      -247.8913       104.3792       -39.6651       271.9402        10.0894        85.9129
          565.49437          0.2373         0.6737         9.7796         9.8056      -251.6431       114.9184       -34.1889       278.7860         9.4644        96.1067
          568.50231          0.4154         0.9202        10.2974        10.3468      -257.9968       126.4493       -34.4255       289.3847         9.1234        96.2521
          571.51026          0.5665         2.4612         9.8641        10.1823      -258.7384       130.3034       -34.2408       291.7151         8.8303        99.5520
          574.51823          0.4999         1.9178         9.7517         9.9511      -256.1139       130.9106       -32.6713       289.4893         8.8618       101.9520
          577.52616          0.6584         0.9122         8.7900         8.8617      -253.1479       130.1532       -31.1092       286.3536         8.7492       102.7487
          580.53412          0.5282         1.3904         7.9024         8.0412      -250.8355       124.1777       -29.7535       281.4721         8.7387       104.3429
          583.54207          1.1304         0.1594         9.9715        10.0366      -254.6218       125.5862       -29.0000       285.4002         8.5160       105.4102
          586.55002          0.8246         0.8195        10.1127        10.1793      -263.0093       133.6169       -26.8273       296.2256         8.0704       106.7215
          589.55796          0.9251         1.2851        10.7682        10.8840      -260.5558       132.8735       -26.3606       293.6713         7.7752       109.1833
          592.56591          0.6257         1.4357        10.8219        10.9346      -258.6751       130.2546       -26.9330       290.8692         7.5790       108.5589
          595.57386          0.8954         1.5134         9.7127         9.8706      -264.2400       133.1431       -26.7730       297.0982         8.0728       107.6531
          598.58181          1.1841         1.2714         9.7611         9.9146      -263.4974       134.2711       -26.9676       296.9769         8.7782       103.8447
          601.58975          0.6657         0.6475         9.3632         9.4091      -256.5449       136.1259       -27.4197       291.7197         8.8276       100.9254
          604.59770          0.1613         0.9019        10.6752        10.7144      -251.9070       135.2308       -27.8162       287.2634         8.3512       101.7480
          607.60565         -0.3705         0.7578        10.0589        10.0943      -249.9851       132.4120       -27.6439       284.2396         8.4009       100.7085
          610.61361         -0.8907         1.2196         9.8406         9.9558      -248.5982       130.5440       -25.9377       281.9857         8.5757        98.6531
          613.62154         -0.9318         1.8217         8.3566         8.6035      -245.7615       125.5303       -25.8564       277.1927         8.5040       100.1286
          616.62951         -1.1320         1.9002         8.3154         8.6046      -247.8271       119.0057       -24.5349       276.0346         8.5191       101.9525
          619.63745         -0.3146         1.3044         8.4479         8.5538      -255.5776       118.9373       -22.9050       282.8286         8.6971       104.2087
          622.64540          0.6530         1.1245         9.1553         9.2472      -262.0690       124.8046       -23.6655       291.2413         8.7045       104.4882
          625.65335          1.3755         1.9302        10.0505        10.3262      -262.8697       129.3381       -26.5771       294.1775         8.2498       107.1676
          628.66130          0.9918         0.6754         9.2461         9.3236      -260.6546       128.9679       -26.2819       292.0153         8.1456       110.2539
          631.66924          1.0928         0.7205         9.1678         9.2607      -261.8018       128.0264       -27.2021       292.7307         8.3712       106.9239
          634.67719          0.7658         0.5841         8.9655         9.0170      -257.4098       128.4387       -30.4262       289.2870         8.5995       100.5702
          637.68514          1.4084         0.8746         9.7369         9.8770      -255.7914       128.0380       -28.9455       287.5129         8.6387        99.0458
          640.69308          0.5204         1.7635         8.6097         8.8038      -256.0283       125.5538       -29.5222       286.6917         8.3599       102.3008
          643.70103         -0.0443         1.3872         8.7459         8.8553      -252.6337       121.9588       -28.3594       281.9663         8.6922        99.3863
          646.70900          0.1471         1.9314         9.7772         9.9673      -251.5350       122.9874       -32.2954       281.8610         8.7751        95.8226
          649.71694          0.1779         1.1380        10.0818        10.1474      -250.5381       123.0135       -34.3236       281.2143         8.7586        95.8903
          652.72489          0.0979         0.2173         8.9006         8.9037      -250.7951       124.2433       -30.7253       281.5794         8.9276        98.2701
          655.73284          0.5857         0.5758         8.9993         9.0367      -254.7650       127.6440       -27.0639       286.2387         9.0549        99.6773
          658.74079          0.2616        -0.1869         8.9856         8.9914      -260.3186       130.8267       -24.9313       292.4153         8.8940       102.3308
          661.74873          0.2769         0.6775         6.8950         6.9337      -261.0409       127.3453       -22.0011       291.3495         8.6761       108.3562
          664.75668          0.3515         1.5608         8.4955         8.6449      -261.8343       119.4923       -23.7190       288.8220         9.0398       104.8348
          667.76463          0.6498         0.9778        10.3813        10.4475      -260.8999       121.7638       -27.8934       289.2782         9.0202       100.8718
          670.77257         -0.0007         0.1261         7.8946         7.8956      -259.4507       126.0996       -25.6672       289.6173         9.0391       102.4971
          673.78052          0.7604        -0.4064         6.8951         6.9488      -257.6126       128.2228       -23.1245       288.6992         9.3458       103.2641
          676.78847         -0.3099         0.2504         7.2200         7.2310      -254.6464       126.3054       -20.5063       284.9932         9.4539       103.2414
          679.79642         -0.3708        -0.2519         6.6242         6.6393      -256.3011       122.7448       -22.9999       285.1243         9.4382       102.5948
          682.80438          1.0665         0.4323         9.2795         9.3506      -260.8269       122.9275       -26.7108       289.5928         9.3931       101.7024
          685.81233          1.3718         0.8737         9.2319         9.3741      -265.3028       126.4293       -31.0984       295.5391         9.1227       101.9402
          688.82028          1.2435         1.3586         9.8057         9.9772      -264.2272       126.5476       -32.5418       294.7911         8.8922       103.7896
          691.82822         -0.2003         0.7966         8.0316         8.0735      -255.7910       127.0630       -29.8921       287.1739         9.0185       102.9730
          694.83617         -0.2774         1.1216         6.9074         7.0034      -248.8320       125.2442       -26.4717       279.8404         9.1888       102.9971
          697.84412         -0.9502         0.9057         6.1344         6.2733      -245.2697       123.5627       -23.9869       275.6965         9.1010       104.4135
          700.85207         -0.3454         2.1568         7.9273         8.2227      -247.1103       118.5976       -26.8105       275.4382         9.1070       102.0038
          703.86001         -0.4425         1.9543         9.7851         9.9882      -252.6174       122.0319       -29.9834       282.1872         9.1311        97.7742
