Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(eV)
          96.037575          3.1820        -3.9329        12.2206        13.2263       -67.7119        54.5562       -33.6228        93.5420         0.4049       824.4800
          99.038750          3.5339        -3.0440        12.3779        13.2275       -62.6402        38.9129       -37.0687        84.0814         0.4109       792.0483
          102.03992          2.0342        -2.0983        12.4467        12.7852       -54.8159        34.1279       -33.5875        75.8928         0.4396       791.4474
          105.04110          3.7494        -3.9131        11.2314        12.4706       -83.3045        64.0092       -10.4239       106.0722         0.5099       707.3355
          108.04227          5.1438        -4.8232        11.0714        13.1262       -95.2057        85.2649        -3.8189       127.9737         0.4636       791.4482
          111.04344          5.0165        -4.1048        11.5193        13.2177       -76.2743        79.4401       -11.6738       111.1271         0.3818       918.3642
          114.04462          5.0654        -2.7738        11.4172        12.7947       -56.7648        70.0184        -7.6547        91.3941         0.3874       927.1977
          117.04579          3.7932        -3.1017        11.0227        12.0628       -49.5560        68.6936         8.0151        85.2298         0.4109       884.1239
          120.04697          2.0630        -2.1683        10.9373        11.3394       -34.1572        66.4072         7.3809        75.2613         0.4049       933.6083
          123.04814          1.8023        -0.7744        10.1792        10.3665       -25.1381        69.9631         3.5488        74.6667         0.4341       967.2092
          126.04932         -1.1458        -0.4875         9.7587         9.8378        -1.3513        55.1517        -3.5327        57.8456         0.4516       975.5364
          129.05049         -0.2605        -0.6350         9.9388         9.9624         5.8183        46.7957        -5.7857        50.1686         0.4401       985.6777
          132.05167          0.2586        -0.5507        10.6630        10.6803       -23.4710        31.7136        -2.3455        43.0613         0.3993      1060.7681
          135.05284          0.0074        -0.2207        10.9277        10.9299       -53.0033        22.1098         3.6678        57.7366         0.3758      1109.0058
          138.05402         -0.0213        -0.8067        10.6105        10.6411       -73.9043        28.3595         9.3779        79.7629         0.4049      1056.7168
          141.05519          0.1040        -0.8042        11.2634        11.2925       -66.8180        18.2252         3.8446        69.6902         0.4109      1044.1566
          144.05636          1.7162        -2.3592        11.2998        11.6703       -54.6404        -1.9065        -7.7561        58.0417         0.4049      1014.2641
          147.05754          2.5009        -3.9273        11.4261        12.3383       -27.5208       -27.4181       -25.2817        52.3792         0.4109       951.3045
          150.05871          2.4054        -4.3233        11.4224        12.4478         4.0515       -42.3749       -35.5583        55.9774         0.3934       958.9252
          153.05989          2.2027        -4.5554        11.1749        12.2671        17.0461       -31.8155       -32.1921        50.6254         0.3934       964.0754
          156.06106          3.3895        -4.4876        10.9104        12.2745        11.5718        -2.0438       -20.4092        28.1111         0.3934       982.6239
          159.06224          3.5294        -4.2079        11.2025        12.4764       -10.9593        17.0684        -4.9823        22.9154         0.4049       948.9511
          162.06341          3.2777        -3.7602        10.9468        12.0298       -25.4292        32.1783         3.5107        41.2280         0.4225       935.3874
          165.06459          2.5113        -3.1312        11.2743        11.9675       -38.1994        42.1681         3.3727        57.0072         0.4109      1002.9485
          168.06576          2.4138        -2.9455        11.6107        12.2193       -46.5569        46.0002         4.2309        65.6800         0.3934       984.1059
          171.06693          2.4417        -3.0774        11.7754        12.4134       -55.1427        44.4087         6.8156        71.2081         0.3934       953.4520
          174.06811          2.5895        -3.1250        12.2777        12.9311       -69.2622        49.0065         1.3709        85.2450         0.3702      1015.5733
          177.06928          2.3320        -2.3910        12.6632        13.0962       -79.5548        47.2551        -3.4992        93.1574         0.3235      1088.2165
          180.07046          2.8691        -2.6143        12.8537        13.4270       -71.5158        27.2904         0.2185        77.0550         0.3638       962.9725
          183.07163          2.1009        -1.6454        12.3666        12.6513       -66.7363        20.3043        -8.8201        70.5207         0.6021       649.9731
          186.07281          0.9561        -3.0347        12.1310        12.5413       -80.6847        19.2538       -18.8651        86.7173         0.7378       508.5282
          189.07398          2.4679        -6.2449        11.6646        13.4593       -85.3910         3.5018       -28.7186        90.2520         0.6899       518.6787
          192.07516          3.2623        -8.7696         9.6055        13.4095      -105.7212        12.4509       -30.3297       110.7955         0.7841       441.4352
          195.07633          3.5703        -8.9076        11.2019        14.7504      -106.4874        29.9873       -31.0425       116.5015         0.6560       481.6978
          198.07751          4.4891        -7.9334        11.8893        14.9815       -99.6371        48.7196       -35.2372       116.5187         0.6376       454.8089
          201.07867          4.3439        -7.2108        13.6736        16.0572      -135.1650        72.9279       -18.9290       157.6230         1.0671       318.1599
          204.07985          2.7119        -2.7013        14.5626        15.0572      -163.4322       105.2090        -8.9735       195.9194         1.8366       190.3631
          207.08102          2.4390        -0.6237        16.4042        16.5962      -165.7411        98.4969       -36.1586       196.1861         2.1308       136.3705
          210.08220          1.7596        -0.8697        16.5535        16.6694      -171.9806       102.7374       -34.1003       203.2918         1.9376       144.6172
          213.08337          1.4307        -3.9167        14.5148        15.1019      -170.3498       113.2832       -36.8557       208.0306         2.3196       137.4372
          216.08455          0.7071        -1.5214        13.1861        13.2924      -168.6352       111.4499       -41.9520       206.6206         2.7834       131.5651
          219.08573          2.6134        -0.5768        14.3916        14.6383      -179.1003       110.6578       -42.6579       214.8817         2.4805       134.5353
          222.08690          1.0199        -1.7414        15.8234        15.9515      -176.7386       118.2476       -47.2908       217.8683         1.9632       152.2735
          225.08808          1.0348        -3.4547        15.3113        15.7303      -181.9136       125.5055       -40.1748       224.8138         1.4946       180.5000
          228.08925          0.3387        -2.7441        14.5206        14.7815      -197.7583       127.2251       -39.1551       238.6923         1.5876       182.3320
          231.09042          1.8571        -3.9030        14.0514        14.7011      -209.7923       128.3515       -47.1341       250.5619         1.8374       173.0426
          234.09159          1.9455        -4.2952        13.7433        14.5296      -222.0057       137.9155       -45.4078       265.3719         1.9444       163.2100
          237.09277          1.3291        -2.6194        12.9911        13.3191      -224.7713       132.3310       -48.7425       265.3730         2.5207       155.1481
          240.09394          1.7606        -2.0846        12.1285        12.4317      -216.3245       131.2341       -44.8810       257.0146         3.1247       136.7454
          243.09512          1.6131        -2.4176        13.4216        13.7327      -219.0249       133.0863       -49.6443       261.1225         2.3100       148.4715
          246.09629          3.3589        -2.6631        13.3359        14.0079      -238.3235       133.2908       -56.1660       278.8027         2.2941       154.6864
          249.09746          3.1444        -2.0957        13.6764        14.1888      -237.4104       130.7329       -43.7696       275.2254         1.5509       252.2621
          252.09864          5.1435        -2.1621        14.6333        15.6609      -205.1467       123.3651        -2.8015       240.1194         0.6736       401.1773
          255.09981          3.4430        -0.7945        15.2900        15.6930      -195.4974       135.2277        29.4770       239.9775         0.5219       485.6853
          258.10099          2.9265        -0.6286        14.1414        14.4547      -207.4668       143.5982        25.8185       255.2517         0.5905       504.9124
          261.10216          0.5174        -1.7322        12.6350        12.7637      -200.7826       143.5186       -10.7042       247.5288         0.8939       430.0367
          264.10334          0.4789        -0.1958        12.7843        12.7947      -167.5495       144.6583       -12.4761       221.7409         1.0112       384.0459
          267.10451          0.8454        -1.3248        13.0117        13.1062      -156.5504       132.9514        -8.3543       205.6759         0.9992       369.2193
          270.10569          2.2570        -2.6575        12.8939        13.3570      -145.7353       117.6109        -4.8652       187.4013         0.9997       361.6683
          273.10686          2.9389        -3.5993        12.6780        13.5027      -129.0839       113.7595        -0.1504       172.0866         0.9470       393.6582
          276.10803          3.2143        -3.6139        13.0418        13.9097      -117.4177       117.0533         0.9421       166.0788         0.8544       438.7965
          279.10921          2.6656        -3.7967        12.9755        13.7798       -99.8962       108.9255        -1.9750       147.9348         0.6907       487.9470
          282.11038          2.5702        -3.2436        12.7552        13.4098      -101.5713        90.5058        -9.6062       136.8824         0.6440       524.5720
          285.11156          1.9334        -1.4982        12.9908        13.2190      -103.0641        75.3681       -19.3223       129.1595         0.6843       556.8358
          288.11273          0.9423        -0.9845        12.3026        12.3778      -115.9205        81.5762       -17.0913       142.9158         0.7606       538.0199
          291.11391          0.8604        -1.3888        12.9834        13.0858      -123.6871        92.7561       -13.3394       155.3025         0.6967       581.5907
          294.11508          0.4381        -1.6121        13.2141        13.3193       -97.4344        80.0452       -10.8963       126.6462         0.5570       694.4325
          297.11626          2.1362        -1.5571        13.4110        13.6691       -86.8912        63.7521         3.8756       108.4956         0.4516       797.1352
          300.11743          1.4755        -1.5484        13.8382        14.0026       -81.4942        45.0681        15.6242        94.7251         0.4169       852.0722
          303.11861          1.6664        -1.9668        14.1702        14.4027       -65.4180        27.4078        13.3849        72.1851         0.3874       856.3450
          306.11977          1.2339         0.8454        14.6709        14.7470       -45.8057        24.4400        13.0257        54.4026         0.4456       758.9884
          309.12095          1.8203         0.0046        13.4070        13.5300       -34.2099        21.8898        18.3452        45.0638         0.5271       712.7242
          312.12212          0.9942         0.9459        12.5423        12.6171       -72.9816        41.6835        27.0791        88.8653         0.6436       622.9282
          315.12330          1.9934         0.9008        12.9375        13.1211      -129.0006        89.9042        26.6453       160.1394         0.8528       495.2293
          318.12447          2.1845        -5.9827        12.0304        13.6123      -145.4008        97.2179         3.2460       175.8328         1.1793       345.4271
          321.12565          3.7224        -7.6549         9.4521        12.7199      -128.8479        65.1341       -41.3464       154.2593         1.4128       278.4760
          324.12682          1.5422        -3.5946        12.6038        13.1967      -130.8912        65.5022       -80.4095       167.5352         1.4890       272.9860
          327.12800          2.5774        -0.0121        14.1699        14.4024      -136.7422        85.2504       -69.6089       175.7055         1.3557       285.7151
          330.12917          0.7720         1.5714        14.2403        14.3475      -132.8128        92.2809       -57.9498       171.8513         1.1106       330.2885
          333.13035          1.4792         1.2532        14.2782        14.4092      -141.0500       100.5507       -51.5130       180.8238         0.9589       364.1956
          336.13152          0.6367         0.3663        14.6561        14.6744      -138.2614        94.3356       -40.9828       172.3704         0.8424       388.7688
          339.13269         -0.6927        -2.0038        14.2859        14.4424      -135.7770        85.1752       -36.3955       164.3730         0.7490       411.5714
          342.13387          0.1749        -1.8379        14.5473        14.6640      -157.8785        88.3480       -33.2718       184.2718         0.7139       412.3934
          345.13504          3.0655        -4.5056        14.2118        15.2208      -171.8066        93.5841       -18.6265       196.9760         0.8528       358.6291
          348.13622          2.7592        -2.6261        13.9413        14.4523      -163.3319        88.2956       -11.8565       186.7733         1.1793       269.5467
          351.13739          2.4732        -1.8388        13.2192        13.5737      -144.8645        76.6216       -14.3947       165.9048         1.0540       357.3955
          354.13857         -0.3351        -1.4097        13.8215        13.8972      -113.9565        91.0304        -2.7946       145.9659         0.5857       542.5576
          357.13974         -0.3962        -1.4275        13.7733        13.8527      -120.0694        75.5711        -0.4496       144.0555         0.5335       617.9540
          360.14092          1.2660        -1.3983        13.7249        13.8539      -123.0964        52.6814        -0.5408       134.3154         0.5039       677.4776
          363.14209         -1.5304        -0.5960        13.2162        13.3179       -91.1510        59.2002        -0.9214       109.3239         0.5043       700.6704
          366.14326         -0.7770        -0.2363        13.9199        13.9436       -80.9302        65.9392       -13.6286       105.4298         0.4748       730.5846
          369.14444         -2.8125         2.4000        13.5373        14.0331       -88.1317        62.5696       -19.3116       110.0386         0.6141       624.2046
          372.14561         -4.1994         0.4687        12.2259        12.9355       -94.1552        51.7696       -24.2708       110.6339         0.7374       540.0623
          375.14679         -0.8929         1.5404        13.7649        13.8796       -92.9069        53.2074       -27.8375       111.4291         0.6616       550.2112
          378.14796          1.8136        -2.5468        13.1589        13.5252      -101.4878        55.2498        -9.5990       117.4033         0.5917       554.0941
          381.14914          4.4826        -3.5502        13.9414        15.0685      -136.2667        66.9106         1.2317       152.9345         0.7705       440.0123
          384.15031          4.3403        -2.2701        14.1580        14.9813      -158.8097        97.8001         3.7450       186.6658         1.1681       258.7189
          387.15149          2.8227        -0.3296        14.9825        15.2496      -172.2756        96.9567        -2.3683       197.8151         1.4119       228.8712
          390.15266          2.7310        -0.7310        13.8634        14.1487      -183.4536       107.0169        -6.9361       212.5690         1.5018       240.7186
          393.15384          6.7192        -4.4570        13.3802        15.6218      -171.4232       107.2271        -2.5081       202.2701         1.4582       239.5967
          396.15501          3.7527        -0.9154        14.0183        14.5408      -167.7458       106.1623       -14.5630       199.4104         2.0234       186.0166
          399.15618         -0.3561         3.8679        13.9883        14.5176      -197.8838       116.2170       -33.6272       231.9561         2.2937       162.4474
          402.15736         -0.8733         1.8523        14.2063        14.3532      -213.3496       122.4323       -42.4594       249.6546         2.4369       149.6294
          405.15853         -0.2193        -0.1250        14.0047        14.0070      -200.9032       113.5977       -48.7204       235.9531         2.9682       131.3775
          408.15970          0.9862         0.0241        13.6585        13.6941      -190.5750       111.0992       -53.2303       226.9355         2.9068       132.4791
          411.16087          0.6976        -0.5846        15.2189        15.2461      -191.7787       109.1286       -53.4289       227.1123         2.2657       146.6033
          414.16205          2.1004        -2.1240        14.7955        15.0940      -183.1254        99.5063       -52.9043       215.0623         2.0182       160.1845
          417.16322          3.1961        -3.7250        13.9623        14.7999      -169.2422        98.3148       -57.1212       204.0273         2.2753       156.0097
          420.16440          3.5348        -2.7376        14.5199        15.1926      -165.8826        99.5023       -59.6540       202.5652         2.1604       160.8129
          423.16557          2.2563        -2.3309        14.2707        14.6348      -183.5010       108.7815       -51.4124       219.5096         2.0993       168.4172
          426.16675          0.4096        -1.7928        14.7622        14.8763      -199.8568       115.5436       -48.0041       235.8073         2.2941       169.5806
          429.16792          1.5865        -1.2215        14.8666        15.0008      -197.3063       119.7385       -47.3387       235.6248         2.0023       176.6423
          432.16910          2.3087        -0.8678        15.3202        15.5175      -194.9635       119.6312       -47.0843       233.5675         1.8446       177.8095
          435.17027          0.1769         0.2080        15.5530        15.5554      -191.9239       108.7190       -43.8004       224.9613         1.7225       182.9441
          438.17144         -3.0467         1.0984        14.3576        14.7183      -180.9860       105.9579       -46.3843       215.1471         1.8139       181.1237
          441.17262         -2.6771         2.8262        14.6208        15.1302      -188.8842       122.6221       -48.4195       230.5004         2.0314       174.3918
          444.17379         -4.2470         1.3551        15.2510        15.8892      -196.8167       121.8323       -41.4898       235.1926         1.8043       186.8413
          447.17497          0.7768        -1.1301        14.7278        14.7915      -167.8662       107.7984       -31.1677       201.9384         1.6347       192.0926
          450.17614          2.2267        -2.0872        14.3331        14.6545      -167.1432       110.3373       -22.3983       201.6557         1.7213       177.8342
          453.17732          1.9840        -0.3368        14.4086        14.5485      -176.2337       116.0131       -15.2549       211.6342         1.8099       174.1477
          456.17849          0.8066        -0.1000        14.2193        14.2426      -177.0244       110.4298       -15.3795       209.2404         1.6698       182.7105
          459.17967         -0.8795         0.1277        14.6606        14.6875      -169.5082       111.0789       -22.0655       203.9637         1.5824       195.1718
          462.18084         -1.1133        -0.3742        14.6617        14.7087      -163.2031       116.6698       -22.9177       202.2465         1.4834       213.3389
          465.18202         -0.1120         1.7382        14.5080        14.6122      -168.5229       127.2377       -17.8866       212.0418         1.3553       230.3938
          468.18319          0.2434         0.1586        14.8445        14.8473      -166.4598       118.2053       -23.3923       205.4962         1.3369       229.5178
          471.18436          0.1538        -0.0863        14.9454        14.9464      -170.6580       120.6889       -24.3539       210.4391         1.3497       242.3423
          474.18554          1.0493         0.2117        14.9262        14.9646      -176.0713       123.9886       -19.6731       216.3919         1.2208       276.6636
          477.18671          0.8954        -1.2343        14.8142        14.8925      -173.8516       115.5731         6.3984       209.9138         1.1457       263.2739
          480.18789          1.2300        -0.1652        15.3275        15.3777      -177.3951       104.0188        32.1275       208.1687         0.9242       284.0215
          483.18906          1.6916        -1.9379        15.7537        15.9623      -176.2071       107.9508        33.1933       209.4587         0.9633       269.7767
          486.19024          0.1368        -4.7592        13.0286        13.8713      -196.1658       109.7143         3.5349       228.2348         1.8226       185.9253
          489.19141          1.0459        -1.3847        13.5233        13.6342      -206.3943       100.3695       -24.5999       231.8851         2.0938       202.1445
          492.19259          0.9848        -2.4777        14.9105        15.1470      -198.5975       118.2806       -15.3326       231.9259         1.6598       228.1279
          495.19376         -1.6050         2.7038        13.9559        14.3057      -208.4250       119.0298       -37.3383       243.1621         2.5782       153.2845
          498.19493         -3.8631         4.9181        13.2421        14.6446      -191.0388       111.7460       -49.7595       226.9197         2.6198       142.8028
          501.19611         -4.0052         1.2069        11.3428        12.0896      -194.8403       110.3652       -54.5401       230.7819         2.7463       141.4681
          504.19728         -2.6588         0.2460        13.1330        13.4017      -202.5522       103.9492       -53.5602       234.0156         2.9754       142.9333
          507.19846         -1.3588         4.1393        14.1673        14.8220      -195.7704       121.3518       -50.1029       236.0565         2.7080       149.7958
          510.19963         -1.4351         2.8565        13.1168        13.5008      -210.5774       127.3222       -61.2666       254.6256         2.6010       148.5963
          513.20081         -1.7144         2.2144        12.3714        12.6844      -244.6463       115.2292       -77.4778       281.3270         2.9391       141.4456
          516.20198         -1.1219         0.6016        12.9339        12.9964      -275.8451       138.3081       -90.2254       321.5731         2.9239       155.9466
          519.20316         -1.3614         2.0025        13.2873        13.5061      -286.5048       137.4000       -93.6539       331.7416         2.0985       191.4355
          522.20433         -1.2564         1.1823        13.2016        13.3139      -260.5141       118.1562       -86.2535       299.3709         1.4183       242.8210
          525.20550          0.2340        -1.2930        12.8400        12.9071      -200.4577       126.8861       -74.0812       249.4595         1.8829       226.1350
          528.20667         -0.0319         0.6492        11.9326        11.9502      -165.5410       124.0459       -70.3630       218.8322         2.2705       185.2941
          531.20785          0.1900        -0.8756        12.8079        12.8392      -182.6039       127.1054       -52.6701       228.8949         1.9851       193.9895
          534.20902         -1.5990         1.7426        13.1309        13.3422      -190.8472       131.2208       -41.9572       235.4082         1.5605       225.4623
          537.21020         -0.4050         0.0698        14.3961        14.4019      -185.2512       131.6364       -38.2984       230.7213         1.4060       238.2199
          540.21137         -0.3260         1.6609        13.8925        13.9953      -184.0429       137.6541       -26.1826       231.6217         1.4615       242.5200
          543.21255          0.6006        -1.4761        14.2599        14.3487      -183.5354       122.8385       -14.4690       221.3329         1.0579       292.4505
          546.21372          2.6398        -4.5768        13.6100        14.5996      -169.8995       101.9527       -13.5376       198.8758         1.0168       302.5518
          549.21490          4.9671        -5.6097        11.6024        13.8114      -170.6823        96.4231       -26.0591       198.3475         1.2774       272.0914
          552.21607          0.4199         1.3887        12.7858        12.8679      -215.7018       135.7294       -42.9177       258.5672         1.5421       256.4949
          555.21724          0.2167         0.1051        12.4191        12.4214      -234.3798       146.5074       -38.8050       279.1269         1.2914       295.0509
          558.21842          0.1694        -0.7047        13.0981        13.1181      -208.6285       137.4720       -42.2875       253.5620         1.0931       334.5640
          561.21959          1.1459        -0.8046        11.9159        11.9979      -171.9468       123.9709       -42.6211       216.2234         1.0284       336.3033
          564.22077          2.2463        -1.2619        13.4468        13.6914      -127.7373        98.9397       -12.7867       165.4625         0.8320       398.1990
          567.22194          2.9283        -2.4991        13.1875        13.7379       -82.1763        74.7649        25.8049       114.0628         0.5039       549.2685
          570.22311          3.0754        -2.5842        12.8834        13.4951       -64.5728        75.8393        19.7370       102.6028         0.5275       544.2952
          573.22429          2.8463        -2.1828        12.8528        13.3439       -53.8670        88.4056        20.6053       105.7290         0.5099       583.7336
          576.22546          2.0210        -1.3161        12.6925        12.9196       -59.2796        86.3942        26.6132       108.1723         0.5215       588.6931
          579.22664          1.7211        -2.4767        12.5699        12.9266       -50.4577        74.8704        21.5328        93.0521         0.5159       603.2098
          582.22781          1.7806        -2.1014        12.6521        12.9484       -38.6324        73.3922        21.1612        85.6227         0.4808       647.7867
          585.22899          1.6636        -2.5829        12.4716        12.8444       -43.3311        79.3642        27.0051        94.4403         0.5039       648.5597
          588.23016          1.7619        -3.1757        12.5474        13.0624       -51.8516        79.7234        26.9974        99.0570         0.4927       705.3139
          591.23134          1.1296        -2.7135        13.0754        13.4017       -57.4664        75.0587        21.6839        97.0006         0.4456       794.9917
          594.23251          1.0896        -2.7921        12.6787        13.0282       -59.2127        76.7163        13.4269        98.7874         0.4692       817.4346
          597.23369          1.3241        -2.8231        12.1280        12.5225       -42.1598        70.7174        -0.7016        83.0433         0.4863       817.1833
          600.23486          2.3951        -3.1580        12.0661        12.7004       -40.8882        69.9055         5.6936        82.3468         0.4927       784.5634
          603.23603          2.8509        -2.9826        12.8636        13.5091       -53.8792        53.5043         5.4666        76.2892         0.4225       815.5125
          606.23721          3.5096        -2.2495        12.9957        13.6479       -74.4976        35.0330        10.2722        85.7070         0.4341       762.6776
          609.23838          2.1341        -2.0063        13.3732        13.6902      -100.8093         9.4545         9.6403       103.2172         0.4285       763.1400
          612.23956          2.1779         0.5240        13.5355        13.7196      -114.2186        12.1603        -3.2710       116.9359         0.4396       744.0052
          615.24073          1.2175        -4.7605        12.8736        13.7795      -151.8991        65.4991       -11.2238       167.8167         1.0770       450.1963
          618.24191          1.4637        -7.5645        11.6329        13.9531      -162.1525        86.2495       -41.7319       190.1624         2.1344       169.5842
          621.24308          1.8002        -6.9005         7.5476        10.3838      -178.0675        62.7346       -84.2957       207.6438         2.8843       151.3351
          624.24426          2.5872        -4.3678        12.6863        13.6643      -185.5884        64.5887      -103.9811       222.7027         2.8170       169.3606
          627.24542          3.1662        -3.5802        14.3143        15.0911      -184.8048        87.0071       -91.5498       224.1498         1.7217       210.0852
          630.24660          2.5204        -0.4968        14.3160        14.5447      -196.6409       113.6585       -87.9234       243.7767         1.7341       224.0556
          633.24777          2.6606         0.0735        14.6634        14.9030      -210.6723       121.6719       -81.2148       256.6137         1.5305       247.2197
          636.24895          3.9598        -0.4205        15.0191        15.5380      -203.1341       108.8945       -81.6467       244.6467         1.2160       288.1656
          639.25012          3.1735        -0.2888        15.0281        15.3623      -178.9154       106.1421       -77.7848       222.2946         0.9242       338.0114
          642.25130          1.0279        -0.6083        14.3590        14.4086      -166.0312       114.2602       -66.0433       212.1987         0.8823       363.2030
          645.25247          0.1165         1.3857        13.6096        13.6805      -155.4829       115.4777       -58.0512       202.2429         1.0168       338.6409
          648.25365         -0.3888         0.8305        11.8615        11.8969      -155.2703       112.6528       -58.0694       200.5693         1.1848       315.4597
          651.25482         -0.5722         1.9420        12.2083        12.3750      -149.2647       119.3573       -58.7315       200.6398         1.1933       344.3746
          654.25600         -1.6618         2.4822        12.1356        12.4978      -124.5074       126.3996       -41.0276       182.2341         0.8480       427.0620
          657.25717          0.1387         0.1658        11.9698        11.9718      -115.7511       125.2397       -46.8497       177.1288         0.9693       399.7606
          660.25834          1.3210        -1.0254        11.7056        11.8245      -116.5088       114.6466       -57.2280       173.2406         1.1338       350.8233
          663.25952          2.3318        -0.5085        11.8716        12.1091      -118.4343       111.3825       -52.3925       170.9560         1.0635       361.5241
          666.26069          1.4519        -1.4485        12.0740        12.2469      -124.1199       113.0883       -42.4494       173.3414         0.9941       373.8537
          669.26187          1.6282        -2.3734        10.7447        11.1235      -126.7322       128.5405       -35.3507       185.2013         1.0970       387.5210
          672.26304          1.8777        -3.2638        11.9029        12.4843      -102.0541       152.2571       -13.9888       185.3165         1.1007       442.1984
          675.26422          3.5457        -3.1426        13.3165        14.1343       -73.0080       136.6968        31.8864       160.8581         0.4760       900.4014
          678.26539          3.0812        -3.7777        13.3089        14.1736       -61.3703       109.8559        55.6063       137.6372         0.2824      1199.7980
          681.26657          3.5844        -4.8020        12.8779        14.2038       -58.6220        87.8183        42.3344       113.9722         0.3119      1064.0378
          684.26774          3.5622        -5.3550        12.7999        14.3250       -64.2441        81.5587        42.8062       112.3059         0.2768      1203.7428
          687.26891          2.4967        -4.5522        12.9678        13.9685       -74.4878        65.8491        35.8243       108.0524         0.3000      1160.0807
          690.27009          1.3932        -3.5478        12.9736        13.5219       -98.1036        58.0567        31.8526       118.5914         0.3467      1054.0735
          693.27126          1.0193        -3.6295        12.8778        13.4182      -102.7009        69.7910        37.6747       129.7702         0.3758      1008.4844
          696.27244          0.7231        -3.4114        12.4443        12.9237      -116.9598        83.0073        25.3864       146.8057         0.4049       964.1974
          699.27361          1.3191        -0.2391        12.7457        12.8160      -126.4339        80.4599        -2.5404       151.3722         0.4341       858.5443
          702.27479         -0.1155         3.0791        12.3183        12.6978      -134.3943        23.9956       -16.5074       142.2887         0.5095       723.8626
